STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_H01,MESURE_H02,MESURE_H03,MESURE_H04,MESURE_H05,MESURE_H06,MESURE_H07,MESURE_H08,MESURE_H09,MESURE_H10,MESURE_H11,MESURE_H12,MESURE_H13,MESURE_H14,MESURE_H15,MESURE_H16,MESURE_H17,MESURE_H18,MESURE_H19,MESURE_H20,MESURE_H21,MESURE_H22,MESURE_H23,MESURE_H24,MES_H_MINI,MES_H_MAXI,MOYENNE_JOUR
Bordeaux - Bastide,NO,2012-05-22,0,0,0,0,0,1,2,3,1,2,2,2,1,2,1,2,1,1,1,1,0,0,0,0,0,3,1
Bordeaux - Bastide,NO,2012-05-23,0,0,0,0,0,1,2,1,9,6,4,2,3,2,1,2,1,2,2,1,1,1,1,1,0,9,2
Bordeaux - Bastide,NO,2012-05-24,2,3,3,4,4,26,44,34,18,9,6,3,1,1,2,4,6,8,4,3,2,1,1,1,1,44,8
Bordeaux - Bastide,NO,2012-05-25,0,1,1,5,11,32,44,38,25,22,16,14,12,14,26,19,18,16,16,18,24,24,29,9,0,44,18
Bordeaux - Bastide,NO,2012-05-26,3,3,2,3,2,3,1,1,1,0,1,1,1,1,1,2,1,2,1,1,0,1,0,0,0,3,1
Bordeaux - Bastide,NO,2012-05-27,0,1,1,1,1,0,1,0,1,2,1,0,1,2,2,1,4,3,3,2,1,0,0,0,0,4,1
Bordeaux - Bastide,NO,2012-05-28,0,0,0,0,0,1,1,2,2,1,1,0,1,1,1,1,2,2,5,2,2,2,2,2,0,5,1
Bordeaux - Bastide,NO,2012-05-29,2,2,2,3,9,20,23,19,23,21,14,8,11,13,16,15,14,10,7,4,2,1,2,0,0,23,10
Bordeaux - Bastide,NO,2012-05-30,0,1,3,5,14,25,24,13,5,6,11,8,3,22,4,5,8,9,8,6,4,2,0,0,0,25,8
Bordeaux - Bastide,NO,2012-05-31,0,0,1,1,1,2,3,7,4,4,5,1,2,2,7,2,2,6,4,2,2,1,0,1,0,7,3
Bordeaux - Bastide,NO,2012-06-01,1,2,3,3,6,7,25,29,23,22,12,12,7,11,9,15,9,9,7,4,4,2,1,0,0,29,9
Bordeaux - Bastide,NO,2012-06-02,2,3,3,3,7,19,22,29,26,15,13,9,13,10,2,2,2,4,3,4,4,4,4,3,2,29,9
Bordeaux - Bastide,NO,2012-06-03,4,3,2,3,2,3,4,5,6,4,4,4,3,3,3,3,4,2,2,2,2,2,2,3,2,6,3
Bordeaux - Bastide,NO,2012-06-04,3,3,2,2,2,10,9,4,4,4,3,3,2,3,2,2,1,0,0,1,1,1,1,2,0,10,3
Bordeaux - Bastide,NO,2012-06-05,2,3,6,25,36,100,56,28,18,14,16,11,15,13,14,15,13,8,4,1,3,2,2,2,1,100,17
Bordeaux - Bastide,NO,2012-06-06,1,2,2,3,17,36,52,36,11,11,13,7,7,5,6,12,12,20,21,20,12,3,3,2,1,52,13
Bordeaux - Bastide,NO,2012-06-07,1,1,1,3,8,14,21,15,24,7,11,3,2,1,1,2,2,1,1,4,8,6,4,1,1,24,6
Bordeaux - Bastide,NO,2012-06-08,1,2,2,3,16,21,23,13,3,3,2,2,2,2,1,2,1,1,1,1,1,4,1,1,1,23,5
Bordeaux - Bastide,NO,2012-06-09,5,4,3,5,6,14,22,17,3,3,4,4,1,6,12,7,4,14,23,13,10,14,9,5,1,23,9
Bordeaux - Bastide,NO,2012-06-10,2,1,1,1,2,4,6,9,18,22,16,13,5,3,3,2,2,2,2,3,3,3,2,3,1,22,5
Bordeaux - Bastide,NO,2012-06-11,4,3,2,3,14,49,60,39,31,21,14,8,14,12,7,6,4,5,2,2,5,2,2,1,1,60,13
Bordeaux - Bastide,NO,2012-06-12,1,2,1,14,35,70,20,7,5,4,3,2,2,1,2,2,1,1,1,0,0,1,1,1,0,70,7
Bordeaux - Bastide,NO,2012-06-13,1,3,2,10,16,36,66,78,30,8,4,4,3,2,3,2,5,1,1,1,3,17,19,7,1,78,13
Bordeaux - Bastide,NO,2012-06-14,4,3,4,5,19,50,44,26,18,24,25,16,16,16,20,17,2,2,0,0,0,0,1,0,0,50,13
Bordeaux - Bastide,NO,2012-06-15,1,1,1,2,4,32,78,33,10,16,15,11,13,16,19,19,13,11,18,16,4,1,0,2,0,78,14
Bordeaux - Bastide,NO,2012-06-16,1,0,1,4,11,10,5,3,2,2,2,1,2,1,1,0,1,0,1,2,1,2,1,1,0,11,2
Bordeaux - Bastide,NO,2012-06-17,2,1,1,1,2,5,8,6,7,4,7,4,3,6,8,7,10,8,8,13,9,6,3,1,1,13,5
Bordeaux - Bastide,NO,2012-06-18,1,0,0,1,1,1,2,2,3,5,5,2,4,4,7,3,1,0,0,0,0,1,0,0,0,7,2
Bordeaux - Bastide,NO,2012-06-19,0,1,2,1,3,11,67,29,35,40,33,13,13,14,15,23,18,12,3,4,4,10,5,2,0,67,15
Bordeaux - Bastide,NO,2012-06-20,3,4,4,5,21,57,48,37,22,19,15,20,21,18,18,24,22,26,14,17,1,3,2,2,1,57,18
Bordeaux - Bastide,NO,2012-06-21,1,2,5,5,8,28,23,21,21,13,3,2,2,1,1,1,2,1,1,1,1,5,6,3,1,28,7
Bordeaux - Bastide,NO,2012-06-22,3,2,1,10,25,60,66,11,3,6,3,2,1,3,2,2,0,0,0,0,1,0,0,0,0,66,8
Bordeaux - Bastide,NO,2012-06-23,0,0,2,3,7,14,11,11,7,8,3,1,2,1,1,3,1,0,0,0,1,0,1,2,0,14,3
Bordeaux - Bastide,NO,2012-06-24,1,1,1,2,2,3,3,7,2,2,3,2,3,3,3,0,0,0,1,0,1,1,1,1,0,7,2
Bordeaux - Bastide,NO,2012-06-25,1,1,1,1,5,6,12,5,6,19,28,12,16,5,6,5,3,2,1,2,2,4,3,3,1,28,6
Bordeaux - Bastide,NO,2012-06-26,3,3,4,8,14,33,45,32,31,21,24,17,15,12,16,10,17,17,17,5,2,2,3,3,2,45,15
Bordeaux - Bastide,NO,2012-06-27,2,1,1,2,7,17,40,39,37,29,24,20,21,23,18,32,24,25,20,12,9,10,17,1,1,40,18
Bordeaux - Bastide,NO,2012-06-28,0,0,1,4,12,22,31,15,4,7,4,4,3,3,2,2,2,1,2,2,2,1,0,1,0,31,5
Bordeaux - Bastide,NO,2012-06-29,1,1,2,3,4,4,5,5,4,3,3,3,9,3,2,1,0,1,1,1,0,0,1,1,0,9,2
Bordeaux - Bastide,NO,2012-06-30,0,0,0,1,4,4,8,3,2,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,8,1
Bordeaux - Bastide,NO,2012-07-01,0,0,0,1,3,6,6,1,1,2,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,6,1
Bordeaux - Bastide,NO,2012-07-02,0,2,5,12,41,91,76,33,22,8,8,12,12,9,1,3,3,3,5,1,1,0,0,0,0,91,15
Bordeaux - Bastide,NO,2012-07-03,2,2,3,3,16,42,42,25,19,15,11,9,10,13,19,12,19,2,0,1,1,1,1,1,0,42,11
Bordeaux - Bastide,NO,2012-07-04,2,1,2,4,4,33,21,12,9,5,7,16,7,8,3,4,7,5,3,3,3,4,3,4,1,33,7
Bordeaux - Bastide,NO,2012-07-05,5,3,3,3,5,18,38,56,43,31,29,18,7,5,5,26,14,9,12,8,10,15,11,5,3,56,16
Bordeaux - Bastide,NO,2012-07-06,1,0,1,7,20,43,54,45,26,16,7,5,3,7,15,4,6,13,11,5,2,7,8,8,0,54,13
Bordeaux - Bastide,NO,2012-07-07,3,3,0,2,9,14,26,19,20,20,17,11,10,12,10,8,1,0,1,0,0,0,1,4,0,26,8
Bordeaux - Bastide,NO,2012-07-08,2,1,2,1,2,4,3,3,4,7,7,1,3,4,3,3,1,2,1,1,1,1,2,2,1,7,3
Bordeaux - Bastide,NO,2012-07-09,1,0,3,6,21,55,49,42,29,13,5,9,12,3,25,30,19,4,3,2,2,2,1,1,0,55,14
Bordeaux - Bastide,NO,2012-07-10,1,3,3,6,29,85,114,73,40,22,10,7,4,3,2,1,3,2,2,1,1,1,1,1,1,114,17
Bordeaux - Bastide,NO,2012-07-11,1,1,1,2,3,35,55,8,3,7,5,2,2,1,1,1,1,0,1,0,0,0,1,0,0,55,5
Bordeaux - Bastide,NO,2012-07-12,1,0,0,6,7,45,38,34,15,19,15,13,7,10,6,4,3,2,1,1,1,2,2,2,0,45,10
Bordeaux - Bastide,NO,2012-07-13,0,2,2,3,9,22,24,26,22,22,15,15,16,9,5,6,3,3,8,6,4,2,1,1,0,26,9
Bordeaux - Bastide,NO,2012-07-14,3,2,2,2,5,8,10,12,7,5,4,4,3,3,3,2,2,2,1,1,3,7,17,14,1,17,5
Bordeaux - Bastide,NO,2012-07-15,9,3,2,1,4,10,9,2,3,3,1,1,0,0,1,0,0,0,1,0,0,0,1,2,0,10,2
Bordeaux - Bastide,NO,2012-07-16,2,3,8,26,35,85,117,50,34,16,8,8,6,6,3,2,1,0,0,0,0,0,0,1,0,117,17
Bordeaux - Bastide,NO,2012-07-17,1,1,2,2,3,44,38,20,23,16,8,4,3,4,2,3,8,7,1,0,0,0,2,6,0,44,8
Bordeaux - Bastide,NO,2012-07-18,8,6,14,24,60,122,106,85,39,27,6,3,7,6,1,0,0,0,0,2,2,2,2,2,0,122,22
Bordeaux - Bastide,NO,2012-07-19,2,2,2,2,5,9,30,32,29,22,15,7,5,4,10,4,4,4,3,1,2,3,3,3,1,32,8
Bordeaux - Bastide,NO,2012-07-20,4,6,5,5,16,66,50,42,30,17,5,5,4,3,2,2,1,0,1,2,2,2,1,1,0,66,11
Bordeaux - Bastide,NO,2012-07-21,1,2,2,3,5,6,6,5,7,6,4,3,2,2,1,1,1,1,0,1,2,1,1,1,0,7,3
Bordeaux - Bastide,NO,2012-07-22,2,3,3,4,4,4,3,7,5,5,4,2,0,0,1,1,0,0,3,1,1,1,4,1,0,7,2
Bordeaux - Bastide,NO,2012-07-23,1,2,1,2,6,11,15,17,7,12,9,8,10,10,18,7,3,3,2,1,0,0,0,1,0,18,6
Bordeaux - Bastide,NO,2012-07-24,0,1,2,4,8,14,37,27,19,10,9,6,13,7,7,6,14,9,3,1,0,0,0,1,0,37,8
Bordeaux - Bastide,NO,2012-07-25,0,1,1,7,15,39,29,20,19,15,10,8,7,4,8,1,1,6,3,1,0,0,0,6,0,39,8
Bordeaux - Bastide,NO,2012-07-26,4,3,11,20,24,65,34,32,25,13,10,12,8,9,6,7,1,1,0,0,0,0,0,2,0,65,12
Bordeaux - Bastide,NO,2012-07-27,0,1,1,1,5,23,19,23,32,28,19,5,3,4,1,0,1,0,0,0,0,1,1,1,0,32,7
Bordeaux - Bastide,NO,2012-07-28,1,1,0,1,1,2,2,6,9,7,2,2,2,4,1,1,2,1,2,1,1,1,1,1,0,9,2
Bordeaux - Bastide,NO,2012-07-29,2,2,3,2,4,5,4,5,6,7,5,6,3,1,2,2,0,0,0,0,0,0,0,0,0,7,2
Bordeaux - Bastide,NO,2012-07-30,3,1,4,12,36,67,70,41,21,11,5,5,4,3,3,2,1,1,1,0,0,1,1,2,0,70,12
Bordeaux - Bastide,NO,2012-07-31,3,3,3,6,18,44,58,28,25,17,12,6,12,10,11,13,18,11,7,3,3,0,0,0,0,58,13
Bordeaux - Bastide,NO,2012-08-01,1,2,3,4,12,26,12,5,3,2,2,2,2,1,1,1,2,1,1,0,1,3,6,2,0,26,4
Bordeaux - Bastide,NO,2012-08-02,1,2,1,6,16,47,56,40,6,12,4,4,7,1,2,3,1,2,2,1,1,1,1,2,1,56,9
Bordeaux - Bastide,NO,2012-08-03,5,4,3,12,34,60,59,40,20,16,11,9,5,4,5,3,1,1,1,1,1,1,1,2,1,60,12
Bordeaux - Bastide,NO,2012-08-04,2,2,2,4,5,17,12,13,9,6,5,3,4,6,13,1,2,2,1,1,0,1,3,1,0,17,5
Bordeaux - Bastide,NO,2012-08-05,2,2,3,3,3,4,7,4,9,10,4,5,6,3,3,3,8,16,10,11,9,10,3,1,1,16,6
Bordeaux - Bastide,NO,2012-08-06,0,0,1,3,15,33,73,44,17,5,4,3,3,2,2,6,1,2,1,0,0,1,4,10,0,73,10
Bordeaux - Bastide,NO,2012-08-07,4,3,7,11,29,82,60,52,18,17,12,8,7,6,7,11,5,6,5,2,0,2,1,1,0,82,15
Bordeaux - Bastide,NO,2012-08-08,1,2,2,2,4,7,25,21,20,9,6,6,8,10,10,5,5,6,5,4,2,0,1,0,0,25,7
Bordeaux - Bastide,NO,2012-08-09,0,1,1,1,2,15,18,14,20,14,13,7,7,8,5,4,5,6,1,0,0,1,0,0,0,20,6
Bordeaux - Bastide,NO,2012-08-10,0,0,1,1,2,4,13,16,18,12,8,5,5,7,9,5,6,5,6,5,2,3,1,0,0,18,6
Bordeaux - Bastide,NO,2012-08-11,0,0,1,2,9,6,4,6,4,6,9,4,2,2,1,1,1,2,2,3,2,2,3,1,0,9,3
Bordeaux - Bastide,NO,2012-08-12,1,2,4,2,4,6,8,6,4,4,3,4,2,3,1,1,1,1,1,1,0,1,1,1,0,8,3
Bordeaux - Bastide,NO,2012-08-13,2,2,4,13,32,64,76,49,19,10,4,2,1,0,2,4,1,0,0,0,0,1,1,0,0,76,12
Bordeaux - Bastide,NO,2012-08-14,1,1,3,3,8,18,24,13,12,14,11,4,2,1,2,3,0,0,0,0,0,0,2,2,0,24,5
Bordeaux - Bastide,NO,2012-08-15,2,0,0,0,0,1,2,4,2,0,0,1,1,1,1,1,1,1,1,1,14,17,6,4,0,17,3
Bordeaux - Bastide,NO,2012-08-16,1,0,4,4,17,9,17,13,20,15,11,9,17,10,8,12,21,17,14,9,8,0,0,0,0,21,10
Bordeaux - Bastide,NO,2012-08-17,0,0,3,2,3,5,24,14,15,12,11,10,10,12,10,9,13,1,0,0,2,3,0,1,0,24,7
Bordeaux - Bastide,NO,2012-08-18,4,2,2,1,3,5,7,6,8,9,7,8,3,4,3,2,0,0,0,0,0,0,0,0,0,9,3
Bordeaux - Bastide,NO,2012-08-19,2,1,2,1,1,2,4,8,8,8,8,3,4,3,0,0,0,0,0,0,0,2,1,2,0,8,3
Bordeaux - Bastide,NO,2012-08-20,1,1,1,3,5,6,7,5,8,8,5,2,5,2,2,2,2,0,0,0,0,0,0,0,0,8,3
Bordeaux - Bastide,NO,2012-08-21,1,0,1,1,15,27,53,45,38,27,4,9,8,3,0,0,1,1,1,1,1,1,2,2,0,53,10
Bordeaux - Bastide,NO,2012-08-22,2,3,3,2,3,5,7,6,5,6,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,7,2
Bordeaux - Bastide,NO,2012-08-23,0,0,0,0,6,4,14,11,10,12,5,1,1,1,5,2,0,1,4,0,0,0,0,0,0,14,3
Bordeaux - Bastide,NO,2012-08-24,0,0,1,2,11,23,26,27,19,19,10,7,5,2,2,2,3,3,1,1,10,10,7,3,0,27,8
Bordeaux - Bastide,NO,2012-08-25,1,2,1,2,1,6,9,14,4,3,3,2,2,2,1,1,1,1,2,1,1,1,2,2,1,14,3
Bordeaux - Bastide,NO,2012-08-26,1,3,1,2,4,5,6,7,9,4,2,2,1,2,1,1,2,0,0,0,0,0,1,1,0,9,2
Bordeaux - Bastide,NO,2012-08-27,1,1,3,3,13,14,33,22,16,12,10,15,12,13,13,14,13,0,0,0,0,0,0,0,0,33,9
Bordeaux - Bastide,NO,2012-08-28,0,0,0,0,4,45,63,36,33,3,12,12,8,3,11,12,10,10,0,0,0,1,2,2,0,63,11
Bordeaux - Bastide,NO,2012-08-29,4,2,2,4,5,7,7,9,10,6,4,4,4,1,1,1,3,2,2,2,1,2,2,1,1,10,4
Bordeaux - Bastide,NO,2012-08-30,0,1,2,4,12,74,82,20,5,3,3,3,4,2,2,1,1,1,1,1,1,2,1,1,0,82,9
Bordeaux - Bastide,NO,2012-08-31,1,2,1,2,3,3,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1
Bordeaux - Bastide,NO,2012-09-01,1,0,0,0,1,1,2,1,1,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1
Bordeaux - Bastide,NO,2012-09-02,1,1,1,1,1,1,1,2,1,2,1,0,0,2,1,2,1,1,3,2,3,3,3,3,0,3,2
Bordeaux - Bastide,NO,2012-09-03,3,3,4,5,6,10,11,8,7,5,4,3,2,2,3,2,2,2,3,2,1,1,2,2,1,11,4
Bordeaux - Bastide,NO,2012-09-04,2,3,4,4,4,7,12,7,6,2,1,2,2,0,1,2,0,1,1,1,1,1,1,2,0,12,3
Bordeaux - Bastide,NO,2012-09-05,2,3,3,4,3,6,8,9,8,8,5,0,0,0,1,0,0,0,0,0,0,0,1,2,0,9,3
Bordeaux - Bastide,NO,2012-09-06,2,1,2,3,3,5,10,9,12,9,7,7,1,1,1,1,0,0,0,0,0,0,0,2,0,12,3
Bordeaux - Bastide,NO,2012-09-07,1,2,3,3,5,18,25,25,22,14,7,9,16,4,7,8,8,24,87,82,3,1,1,16,1,87,16
Bordeaux - Bastide,NO,2012-09-08,13,21,4,10,9,35,31,25,18,11,10,5,7,3,8,0,0,0,0,0,0,38,11,3,0,38,11
Bordeaux - Bastide,NO,2012-09-09,2,3,2,2,2,3,3,6,6,6,5,2,3,4,1,1,0,0,0,1,1,3,2,2,0,6,3
Bordeaux - Bastide,NO,2012-09-10,1,2,4,6,24,65,68,39,19,19,9,8,3,3,3,2,0,5,1,0,0,1,1,2,0,68,12
Bordeaux - Bastide,NO,2012-09-11,1,1,2,2,4,8,24,35,24,29,5,4,3,0,0,2,2,0,1,0,0,1,0,0,0,35,6
Bordeaux - Bastide,NO,2012-09-12,0,0,0,0,1,2,3,5,4,3,2,3,3,2,1,2,3,3,1,2,1,1,1,1,0,5,2
Bordeaux - Bastide,NO,2012-09-13,2,0,1,4,12,17,7,7,5,3,2,0,2,1,1,0,0,0,0,0,0,0,1,2,0,17,3
Bordeaux - Bastide,NO,2012-09-14,2,4,7,16,56,153,164,121,116,66,13,3,2,2,1,1,1,1,0,0,0,0,0,0,0,164,30
Bordeaux - Bastide,NO,2012-09-15,0,0,0,0,2,11,14,15,9,3,3,8,14,4,3,5,8,18,44,39,9,2,3,2,0,44,9
Bordeaux - Bastide,NO,2012-09-16,3,5,5,5,11,17,27,9,14,10,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,5
Bordeaux - Bastide,NO,2012-09-17,1,1,2,4,7,17,30,20,12,9,11,9,6,1,10,0,0,1,2,1,2,2,1,1,0,30,6
Bordeaux - Bastide,NO,2012-09-18,1,2,1,7,19,67,74,38,9,5,6,5,5,5,4,3,3,4,3,4,2,3,3,3,1,74,12
Bordeaux - Bastide,NO,2012-09-19,3,2,3,3,2,4,6,7,10,4,4,6,5,5,1,1,5,11,0,2,6,4,3,2,0,11,4
Bordeaux - Bastide,NO,2012-09-20,1,2,1,1,5,26,41,26,27,26,23,19,13,15,41,34,24,12,13,10,9,6,8,4,1,41,16
Bordeaux - Bastide,NO,2012-09-21,1,2,0,5,10,31,25,24,21,25,25,17,22,20,19,12,27,44,37,2,7,2,3,3,0,44,16
Bordeaux - Bastide,NO,2012-09-22,2,0,2,1,3,4,5,14,33,25,14,15,17,14,14,13,22,35,13,12,8,11,8,8,0,35,12
Bordeaux - Bastide,NO,2012-09-23,4,2,0,1,1,1,1,4,7,7,7,6,6,6,11,16,24,12,10,4,3,1,0,0,0,24,6
Bordeaux - Bastide,NO,2012-09-24,0,0,0,1,1,1,1,0,2,2,1,2,1,3,3,2,1,1,9,8,8,1,0,0,0,9,2
Bordeaux - Bastide,NO,2012-09-25,0,0,0,5,8,20,42,35,31,42,33,25,27,26,28,9,5,8,20,9,7,1,1,0,0,42,16
Bordeaux - Bastide,NO,2012-09-26,0,0,1,2,9,20,34,21,25,18,22,14,3,5,8,9,26,25,16,12,8,12,6,1,0,34,12
Bordeaux - Bastide,NO,2012-09-27,1,1,5,3,12,48,93,57,36,9,4,3,3,1,2,0,1,1,1,1,3,3,20,14,0,93,13
Bordeaux - Bastide,NO,2012-09-28,5,3,3,4,5,16,28,16,30,16,16,19,9,5,5,6,1,1,1,1,2,2,1,1,1,30,8
Bordeaux - Bastide,NO,2012-09-29,1,0,1,1,1,2,2,3,3,3,2,1,0,0,0,0,0,0,1,0,1,2,1,1,0,3,1
Bordeaux - Bastide,NO,2012-09-30,1,1,1,2,2,2,4,3,3,2,1,0,0,0,0,0,1,3,1,1,1,1,1,3,0,4,1
Bordeaux - Bastide,NO,2012-10-01,6,8,10,30,101,203,216,212,123,36,19,8,9,9,8,9,2,1,1,12,57,23,8,4,1,216,46
Bordeaux - Bastide,NO,2012-10-02,0,3,3,6,17,39,64,42,47,54,44,49,29,46,44,48,51,8,7,14,11,7,4,2,0,64,27
Bordeaux - Bastide,NO,2012-10-03,1,1,1,10,33,71,93,57,49,40,35,29,18,4,5,4,4,7,68,76,34,20,7,2,1,93,28
Bordeaux - Bastide,NO,2012-10-04,2,3,4,5,21,45,78,68,38,9,9,6,11,7,10,12,7,0,37,27,67,73,38,59,0,78,27
Bordeaux - Bastide,NO,2012-10-05,53,21,26,45,120,227,310,247,83,34,28,18,21,19,20,30,46,102,139,237,110,44,35,21,18,310,85
Bordeaux - Bastide,NO,2012-10-06,26,14,7,4,3,8,10,17,28,28,24,22,26,32,31,58,55,123,114,47,26,20,9,3,3,123,31
Bordeaux - Bastide,NO,2012-10-07,3,1,1,2,2,2,9,12,19,26,15,20,7,15,8,10,10,8,2,5,11,3,5,2,1,26,8
Bordeaux - Bastide,NO,2012-10-08,1,1,3,4,35,78,93,69,60,38,42,29,40,24,35,13,11,29,10,8,4,3,3,3,1,93,27
Bordeaux - Bastide,NO,2012-10-09,2,3,3,4,10,9,16,14,12,8,14,10,4,4,4,4,3,2,11,60,92,81,66,37,2,92,20
Bordeaux - Bastide,NO,2012-10-10,43,28,30,39,67,108,168,124,102,120,96,41,23,12,11,30,85,64,28,17,16,7,7,1,1,168,53
Bordeaux - Bastide,NO,2012-10-11,2,7,7,12,45,102,141,95,89,33,11,9,7,10,7,4,4,6,2,2,3,2,3,2,2,141,25
Bordeaux - Bastide,NO,2012-10-12,3,2,2,6,6,5,9,14,9,4,3,4,3,3,3,2,2,2,50,62,108,86,49,36,2,108,20
Bordeaux - Bastide,NO,2012-10-13,12,4,5,12,13,16,20,24,34,35,21,20,9,6,2,9,15,52,41,27,20,15,11,5,2,52,18
Bordeaux - Bastide,NO,2012-10-14,2,1,0,0,1,1,9,8,10,13,13,3,1,0,1,1,0,0,1,2,1,3,6,12,0,13,4
Bordeaux - Bastide,NO,2012-10-15,13,5,6,33,134,242,244,211,160,97,30,23,19,16,11,12,6,41,63,31,14,6,2,0,0,244,59
Bordeaux - Bastide,NO,2012-10-16,0,0,2,6,11,31,69,44,69,103,101,51,33,41,55,48,45,44,28,13,6,4,2,0,0,103,34
Bordeaux - Bastide,NO,2012-10-17,0,0,3,5,13,39,47,48,44,37,35,26,21,29,45,87,76,35,24,17,4,3,1,0,0,87,27
Bordeaux - Bastide,NO,2012-10-18,1,3,8,35,66,106,205,119,24,7,7,9,34,23,8,6,7,33,79,46,58,17,4,1,1,205,38
Bordeaux - Bastide,NO,2012-10-19,0,0,2,17,24,34,128,41,48,34,36,34,37,49,46,24,8,13,21,10,30,31,22,13,0,128,29
Bordeaux - Bastide,NO,2012-10-20,12,7,5,5,5,11,14,7,11,6,9,8,8,4,3,5,4,4,3,2,1,1,1,2,1,14,6
Bordeaux - Bastide,NO,2012-10-21,2,3,2,3,3,8,5,12,10,10,23,7,7,5,45,42,43,46,37,17,10,11,7,6,2,46,15
Bordeaux - Bastide,NO,2012-10-22,3,4,9,18,38,82,140,116,81,52,32,42,41,26,6,3,2,6,24,20,8,17,13,23,2,140,34
Bordeaux - Bastide,NO,2012-10-23,9,18,38,31,17,60,116,141,84,33,17,10,16,13,9,21,11,66,257,215,83,14,7,5,5,257,54
Bordeaux - Bastide,NO,2012-10-24,5,9,9,7,67,92,92,93,67,58,39,21,28,27,39,26,63,62,53,16,11,13,9,11,5,93,38
Bordeaux - Bastide,NO,2012-10-25,5,14,30,28,35,56,94,64,38,29,31,43,63,45,74,77,50,33,21,25,18,16,10,6,5,94,38
Bordeaux - Bastide,NO,2012-10-26,5,11,7,5,21,33,51,46,35,54,22,13,9,6,5,4,6,6,5,3,4,2,2,3,2,54,15
Bordeaux - Bastide,NO,2012-10-27,2,3,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,0,0,1,0,0,3,1
Bordeaux - Bastide,NO,2012-10-28,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,3,41,104,70,45,19,0,104,12
Bordeaux - Bastide,NO,2012-10-29,8,16,6,16,22,31,73,70,55,58,49,26,29,32,34,34,44,48,52,46,20,24,8,5,5,73,34
Bordeaux - Bastide,NO,2012-10-30,3,4,5,8,25,71,89,70,58,51,49,28,28,31,30,38,32,72,65,38,19,23,16,15,3,89,36
Bordeaux - Bastide,NO,2012-10-31,9,9,10,17,41,47,94,196,120,85,71,55,40,41,44,31,49,221,137,69,35,26,12,14,9,221,61
Bordeaux - Bastide,NO,2012-11-01,6,2,1,1,1,1,4,8,16,18,15,16,13,7,6,3,20,27,28,19,19,16,23,7,1,28,12
Bordeaux - Bastide,NO,2012-11-02,4,0,0,1,8,8,13,24,21,28,23,16,12,6,8,4,21,76,55,27,28,14,17,10,0,76,18
Bordeaux - Bastide,NO,2012-11-03,10,4,1,1,2,3,7,10,32,24,30,33,32,11,5,15,6,5,3,2,4,8,7,10,1,33,11
Bordeaux - Bastide,NO,2012-11-04,5,9,4,1,1,1,3,8,10,31,29,24,22,27,20,4,6,6,59,43,28,12,18,5,1,59,16
Bordeaux - Bastide,NO,2012-11-05,1,1,1,1,7,15,42,78,88,58,74,32,43,39,50,33,62,56,58,47,24,16,7,3,1,88,35
Bordeaux - Bastide,NO,2012-11-06,1,1,2,1,1,1,1,1,5,4,3,2,3,3,3,3,2,13,194,230,265,146,134,122,1,265,48
Bordeaux - Bastide,NO,2012-11-07,83,60,52,70,76,130,187,233,260,206,157,34,20,27,31,48,151,151,213,284,209,62,18,13,13,284,116
Bordeaux - Bastide,NO,2012-11-08,6,4,3,7,13,37,57,60,73,49,42,42,37,51,48,79,118,87,51,25,48,25,19,18,3,118,42
Bordeaux - Bastide,NO,2012-11-09,13,13,10,12,16,33,106,74,45,35,38,32,43,42,41,55,97,87,86,56,43,28,19,21,10,106,44
Bordeaux - Bastide,NO,2012-11-10,16,8,10,13,9,15,24,30,24,28,37,31,11,8,10,28,40,23,24,40,34,32,25,32,8,40,23
Bordeaux - Bastide,NO,2012-11-11,21,21,9,10,10,13,16,53,50,55,12,7,8,7,7,6,6,21,15,43,12,17,79,80,6,80,24
Bordeaux - Bastide,NO,2012-11-12,59,45,72,65,96,146,208,272,246,207,136,57,35,35,12,10,95,385,473,284,180,87,106,97,10,473,142
Bordeaux - Bastide,NO,2012-11-13,70,75,72,103,108,177,345,323,178,87,36,28,27,45,44,40,143,292,150,89,59,50,41,32,27,345,109
Bordeaux - Bastide,NO,2012-11-14,12,17,16,20,30,32,124,206,131,122,66,48,31,35,47,67,145,277,152,154,148,59,43,16,12,277,83
Bordeaux - Bastide,NO,2012-11-15,9,16,22,14,25,53,147,147,103,44,51,47,30,38,35,36,29,95,133,360,304,238,197,155,9,360,97
Bordeaux - Bastide,NO,2012-11-16,95,76,80,92,107,159,187,301,218,92,54,50,44,41,42,58,68,67,46,39,16,12,9,9,9,301,82
Bordeaux - Bastide,NO,2012-11-17,6,5,5,7,13,29,40,31,34,31,20,27,25,34,40,81,115,145,68,142,57,40,27,21,5,145,43
