STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_H01,MESURE_H02,MESURE_H03,MESURE_H04,MESURE_H05,MESURE_H06,MESURE_H07,MESURE_H08,MESURE_H09,MESURE_H10,MESURE_H11,MESURE_H12,MESURE_H13,MESURE_H14,MESURE_H15,MESURE_H16,MESURE_H17,MESURE_H18,MESURE_H19,MESURE_H20,MESURE_H21,MESURE_H22,MESURE_H23,MESURE_H24,MES_H_MINI,MES_H_MAXI,MOYENNE_JOUR
Bordeaux - Bastide,PM10,2012-12-04,8,13,19,22,16,12,14,13,13,11,13,20,18,13,19,18,16,16,20,16,20,20,19,13,8,22,16
Bordeaux - Bastide,PM10,2012-12-05,8,10,16,8,12,7,7,17,20,22,22,13,12,12,16,18,11,11,16,17,14,17,23,16,7,23,14
Bordeaux - Bastide,PM10,2012-12-06,16,13,15,16,18,21,32,42,54,56,48,34,25,22,18,26,35,57,62,62,46,37,35,28,13,62,34
Bordeaux - Bastide,PM10,2012-12-07,28,25,21,20,22,29,30,38,48,52,54,27,21,20,30,26,25,25,26,36,37,30,21,17,17,54,30
Bordeaux - Bastide,PM10,2012-12-08,19,17,15,16,18,17,15,19,24,26,20,25,18,30,26,27,22,27,47,94,95,79,84,114,15,114,37
Bordeaux - Bastide,PM10,2012-12-09,99,99,79,72,72,65,61,58,44,43,49,56,63,48,36,30,40,59,90,133,157,179,158,110,30,179,79
Bordeaux - Bastide,PM10,2012-12-10,97,92,82,73,66,58,53,57,64,52,52,51,47,46,48,47,50,48,51,60,51,45,42,41,41,97,57
Bordeaux - Bastide,PM10,2012-12-11,42,34,33,33,28,24,30,36,49,57,61,44,47,47,43,43,59,79,65,53,55,56,53,39,24,79,46
Bordeaux - Bastide,PM10,2012-12-12,36,32,28,31,31,33,41,47,57,55,57,54,46,41,,,50,49,45,43,44,37,34,30,28,57,42
Bordeaux - Bastide,PM10,2012-12-13,27,26,24,22,22,23,23,27,28,31,33,33,31,32,35,33,29,26,27,25,22,18,15,17,15,35,26
Bordeaux - Bastide,PM10,2012-12-14,17,16,14,17,17,16,15,16,19,37,24,17,14,17,12,21,22,22,24,25,20,16,16,14,12,37,19
Bordeaux - Bastide,PM10,2012-12-15,15,14,15,19,18,15,17,24,33,31,29,29,29,31,20,26,25,18,17,17,22,27,31,30,14,33,23
Bordeaux - Bastide,PM10,2012-12-16,26,25,20,17,17,21,19,16,18,25,26,31,26,21,23,26,21,22,12,27,24,19,15,14,12,31,21
Bordeaux - Bastide,PM10,2012-12-17,19,25,23,25,17,24,20,24,30,61,19,20,27,19,26,31,25,16,15,23,19,16,17,20,15,61,23
Bordeaux - Bastide,PM10,2012-12-18,20,18,14,11,12,15,20,38,66,60,47,48,34,30,33,31,56,88,68,54,53,60,42,38,11,88,40
Bordeaux - Bastide,PM10,2012-12-19,34,31,30,29,31,33,33,38,37,37,38,38,39,35,36,45,48,53,52,39,37,37,32,34,29,53,37
Bordeaux - Bastide,PM10,2012-12-20,29,25,23,19,22,21,20,26,28,26,27,20,20,22,23,22,24,19,32,30,29,27,21,23,19,32,24
Bordeaux - Bastide,PM10,2012-12-21,21,21,15,16,12,14,16,19,21,18,15,16,12,13,12,15,12,14,19,23,43,55,43,38,12,55,21
Bordeaux - Bastide,PM10,2012-12-22,34,26,22,21,16,14,13,17,21,21,23,34,33,23,21,26,23,44,47,56,51,30,31,27,13,56,28
Bordeaux - Bastide,PM10,2012-12-23,26,29,23,22,20,15,15,14,13,15,20,25,22,22,22,25,39,41,38,44,45,58,43,44,13,58,28
Bordeaux - Bastide,PM10,2012-12-24,38,34,32,27,24,19,23,19,19,18,21,23,23,20,24,27,34,29,24,26,27,24,24,20,18,38,25
Bordeaux - Bastide,PM10,2012-12-25,16,24,23,25,21,19,19,19,21,22,19,25,21,18,16,19,18,20,26,29,31,27,27,32,16,32,22
Bordeaux - Bastide,PM10,2012-12-26,22,20,24,27,20,19,17,19,26,28,35,41,31,27,21,26,29,32,42,39,40,32,28,23,17,42,28
Bordeaux - Bastide,PM10,2012-12-27,20,16,15,21,23,20,19,18,17,14,17,21,24,32,36,38,37,44,49,49,50,54,55,68,14,68,32
Bordeaux - Bastide,PM10,2012-12-28,59,50,44,39,34,33,35,29,19,21,22,22,24,29,28,28,30,35,42,43,34,31,30,31,19,59,33
Bordeaux - Bastide,PM10,2012-12-29,31,23,20,16,16,18,20,20,18,23,26,26,23,23,21,16,17,27,35,34,35,39,36,22,16,39,24
Bordeaux - Bastide,PM10,2012-12-30,18,19,18,13,17,13,16,18,20,21,26,34,34,29,26,20,21,36,37,36,32,24,21,16,13,37,24
Bordeaux - Bastide,PM10,2012-12-31,17,15,15,12,17,20,20,22,20,16,15,18,20,18,18,18,20,22,27,22,28,45,15,19,12,45,20
-1Bordeaux - Bastide,NO2,2012-01-01,5,6,7,7,4,8,13,14,17,19,26,24,20,24,25,33,43,33,31,35,30,25,19,16,4,43,20
Bordeaux - Bastide,NO2,2012-01-02,13,7,8,2,3,9,16,39,28,15,16,8,7,8,10,15,25,36,41,68,68,61,46,30,2,68,24
Bordeaux - Bastide,NO2,2012-01-03,22,12,10,13,14,38,53,71,65,50,57,53,41,26,33,43,43,47,27,30,16,15,13,11,10,71,33
Bordeaux - Bastide,NO2,2012-01-04,8,4,3,4,8,13,29,50,54,43,29,15,11,12,15,24,37,45,37,66,42,31,38,33,3,66,27
Bordeaux - Bastide,NO2,2012-01-05,30,8,3,4,4,7,11,13,12,9,7,6,6,6,9,9,9,11,7,6,4,3,7,4,3,30,8
Bordeaux - Bastide,NO2,2012-01-06,4,3,6,5,11,28,53,57,49,34,16,9,10,9,12,19,27,59,110,103,83,70,65,57,3,110,37
Bordeaux - Bastide,NO2,2012-01-07,49,41,33,27,24,29,36,45,48,52,55,57,32,11,10,9,15,25,37,37,55,46,39,37,9,57,35
Bordeaux - Bastide,NO2,2012-01-08,32,34,28,27,31,9,13,33,35,16,8,7,5,4,5,8,12,22,28,31,28,26,14,13,4,35,20
Bordeaux - Bastide,NO2,2012-01-09,18,18,17,29,29,36,58,63,56,56,42,28,29,28,32,41,49,64,64,51,39,30,28,23,17,64,39
Bordeaux - Bastide,NO2,2012-01-10,20,18,19,24,27,36,42,47,52,44,35,31,27,29,33,37,48,54,57,42,35,34,31,27,18,57,35
Bordeaux - Bastide,NO2,2012-01-11,29,23,21,27,24,23,31,45,46,55,50,56,60,46,70,62,54,62,61,47,39,33,27,25,21,70,42
Bordeaux - Bastide,NO2,2012-01-12,21,20,19,19,23,29,42,41,50,59,61,52,43,48,54,47,51,54,63,47,42,23,21,23,19,63,40
Bordeaux - Bastide,NO2,2012-01-13,20,17,19,17,18,20,23,26,30,41,45,42,41,42,47,41,52,58,48,42,38,34,30,26,17,58,34
Bordeaux - Bastide,NO2,2012-01-14,31,30,26,27,25,31,36,31,32,32,35,32,44,38,46,40,44,42,46,55,52,44,40,31,25,55,37
Bordeaux - Bastide,NO2,2012-01-15,37,24,20,22,24,12,21,19,25,26,26,34,19,21,21,28,31,40,23,25,23,24,11,13,11,40,24
Bordeaux - Bastide,NO2,2012-01-16,15,13,17,16,22,28,28,25,27,36,40,40,35,40,41,52,46,50,36,29,25,22,22,25,13,52,30
Bordeaux - Bastide,NO2,2012-01-17,15,11,16,19,24,44,41,54,42,58,45,34,46,46,47,48,54,57,52,49,42,31,33,32,11,58,39
Bordeaux - Bastide,NO2,2012-01-18,30,26,25,25,24,44,78,78,100,88,58,42,45,58,59,79,85,105,88,77,54,38,32,23,23,105,57
Bordeaux - Bastide,NO2,2012-01-19,20,17,14,15,30,47,48,71,72,67,68,40,15,13,20,18,25,33,29,30,14,14,8,7,7,72,31
Bordeaux - Bastide,NO2,2012-01-20,8,5,4,3,4,8,19,36,48,31,25,15,11,10,10,14,17,22,18,25,17,9,8,7,3,48,16
Bordeaux - Bastide,NO2,2012-01-21,5,3,5,9,12,10,19,15,22,15,8,6,5,4,7,9,14,23,25,13,11,8,10,7,3,25,11
Bordeaux - Bastide,NO2,2012-01-22,7,7,4,6,5,7,7,9,19,13,12,14,10,7,6,6,9,9,18,16,17,30,29,18,4,30,12
Bordeaux - Bastide,NO2,2012-01-23,14,7,10,20,43,63,79,87,90,62,58,44,24,24,19,21,24,37,31,27,27,11,11,11,7,90,35
Bordeaux - Bastide,NO2,2012-01-24,10,13,12,17,37,57,90,84,94,105,45,23,15,23,12,15,19,20,24,22,18,22,33,15,10,105,34
Bordeaux - Bastide,NO2,2012-01-25,21,33,35,40,25,49,60,57,67,62,58,57,62,44,43,47,61,38,54,41,36,41,42,45,21,67,47
Bordeaux - Bastide,NO2,2012-01-26,24,18,20,21,22,43,58,55,48,38,39,35,22,21,17,28,34,56,61,55,54,45,72,61,17,72,39
Bordeaux - Bastide,NO2,2012-01-27,45,42,32,33,31,42,56,49,52,56,77,76,63,39,28,30,84,96,82,109,80,69,63,56,28,109,58
Bordeaux - Bastide,NO2,2012-01-28,54,44,48,47,39,40,46,50,53,59,54,20,13,10,10,11,15,20,23,22,22,19,20,16,10,59,31
Bordeaux - Bastide,NO2,2012-01-29,13,11,11,9,8,11,12,10,9,7,8,9,8,9,8,8,14,21,26,23,23,26,30,24,7,30,14
Bordeaux - Bastide,NO2,2012-01-30,24,19,23,30,30,42,45,84,62,47,48,47,45,44,45,51,64,62,63,50,35,36,40,33,19,84,45
Bordeaux - Bastide,NO2,2012-01-31,30,38,36,31,18,25,36,34,39,33,38,30,32,36,33,40,33,64,72,48,25,20,13,11,11,72,34
Bordeaux - Bastide,NO2,2012-02-01,9,9,9,11,15,21,39,44,34,29,30,20,27,32,29,30,28,29,35,27,18,16,15,13,9,44,24
Bordeaux - Bastide,NO2,2012-02-02,11,11,11,10,13,19,28,32,28,24,24,19,21,21,23,26,27,35,39,34,25,28,29,25,10,39,23
Bordeaux - Bastide,NO2,2012-02-03,24,23,24,22,23,27,35,46,35,28,26,25,22,23,22,23,31,38,36,33,28,24,27,22,22,46,28
Bordeaux - Bastide,NO2,2012-02-04,23,19,17,15,19,20,24,26,19,18,24,18,13,15,13,16,20,26,37,31,28,43,61,62,13,62,25
Bordeaux - Bastide,NO2,2012-02-05,44,24,17,12,9,7,8,7,7,12,18,19,16,21,19,28,22,22,18,15,12,11,9,8,7,44,16
Bordeaux - Bastide,NO2,2012-02-06,8,9,12,17,27,30,39,45,51,35,31,29,28,28,25,23,25,36,36,39,50,35,31,24,8,51,30
Bordeaux - Bastide,NO2,2012-02-07,19,18,17,23,18,33,53,52,36,30,26,26,21,21,,23,27,32,43,32,34,31,29,33,17,53,29
Bordeaux - Bastide,NO2,2012-02-08,32,32,33,36,36,39,45,46,35,32,27,28,26,28,29,32,45,51,57,38,29,29,28,24,24,57,35
Bordeaux - Bastide,NO2,2012-02-09,25,25,25,29,30,36,39,44,34,30,30,26,27,25,24,25,28,42,58,51,38,43,36,36,24,58,34
Bordeaux - Bastide,NO2,2012-02-10,44,51,50,41,40,48,52,59,52,43,35,34,33,31,28,33,33,39,39,37,41,34,29,28,28,59,40
Bordeaux - Bastide,NO2,2012-02-11,32,33,21,28,22,25,25,25,21,22,20,17,17,21,23,21,25,30,29,26,25,22,26,23,17,33,24
Bordeaux - Bastide,NO2,2012-02-12,24,24,23,23,20,19,20,23,19,20,18,19,16,19,20,20,20,25,25,26,30,32,26,21,16,32,22
Bordeaux - Bastide,NO2,2012-02-13,22,21,24,26,39,77,105,93,103,100,105,60,41,35,31,34,42,56,97,96,85,71,62,52,21,105,62
Bordeaux - Bastide,NO2,2012-02-14,40,32,32,35,35,32,35,41,34,26,22,21,32,27,29,34,39,39,36,35,37,35,37,41,21,41,34
Bordeaux - Bastide,NO2,2012-02-15,42,39,41,46,49,59,68,77,78,73,46,23,19,19,16,18,42,41,21,23,21,16,16,16,16,78,38
Bordeaux - Bastide,NO2,2012-02-16,17,22,25,35,34,36,51,61,98,55,37,25,22,17,19,22,27,37,37,33,33,32,38,36,17,98,35
Bordeaux - Bastide,NO2,2012-02-17,34,31,27,28,33,37,42,49,54,58,62,29,18,16,18,15,21,37,57,64,67,63,57,54,15,67,40
Bordeaux - Bastide,NO2,2012-02-18,48,41,45,48,46,46,49,44,50,56,49,56,46,21,24,22,12,13,19,21,52,59,40,37,12,59,39
Bordeaux - Bastide,NO2,2012-02-19,34,23,24,21,22,20,28,30,6,7,8,9,9,8,13,13,15,21,24,31,38,56,50,43,6,56,23
Bordeaux - Bastide,NO2,2012-02-20,35,31,36,37,39,41,46,57,62,59,44,24,22,21,17,27,21,32,40,32,40,35,45,26,17,62,36
Bordeaux - Bastide,NO2,2012-02-21,34,35,27,39,42,52,66,69,77,64,43,32,26,32,34,32,42,83,100,103,78,86,81,70,26,103,56
Bordeaux - Bastide,NO2,2012-02-22,58,57,51,46,49,64,76,74,73,85,88,80,80,86,65,43,37,42,90,96,80,79,76,66,37,96,68
Bordeaux - Bastide,NO2,2012-02-23,67,61,54,52,48,57,69,78,71,69,74,80,72,85,71,22,25,69,82,81,74,72,73,81,22,85,66
Bordeaux - Bastide,NO2,2012-02-24,71,67,60,64,60,58,64,85,81,65,74,61,32,32,35,36,36,44,40,46,44,37,33,29,29,85,52
Bordeaux - Bastide,NO2,2012-02-25,23,17,11,11,15,14,14,20,20,18,20,17,18,16,18,16,10,22,19,16,24,19,22,22,10,24,18
Bordeaux - Bastide,NO2,2012-02-26,16,15,15,12,11,11,13,16,15,13,14,10,9,9,7,6,8,14,25,24,19,21,25,36,6,36,15
Bordeaux - Bastide,NO2,2012-02-27,35,31,28,26,28,37,45,53,53,50,46,30,26,23,20,25,27,38,56,56,56,54,50,47,20,56,39
Bordeaux - Bastide,NO2,2012-02-28,48,47,44,37,41,45,51,64,49,49,39,37,29,32,31,34,35,78,98,102,110,92,87,71,29,110,56
Bordeaux - Bastide,NO2,2012-02-29,60,57,52,55,43,53,66,69,74,81,91,79,58,57,30,32,32,31,39,43,38,38,34,30,30,91,52
Bordeaux - Bastide,NO2,2012-03-01,38,42,46,43,38,43,58,60,49,48,61,57,52,43,34,21,34,41,80,53,54,55,51,48,21,80,48
Bordeaux - Bastide,NO2,2012-03-02,53,50,39,37,40,40,48,68,69,57,58,67,47,35,27,42,50,73,128,130,117,68,15,17,15,130,57
Bordeaux - Bastide,NO2,2012-03-03,12,14,29,32,36,43,53,49,47,53,27,11,14,8,6,5,7,10,13,14,29,68,66,64,5,68,30
Bordeaux - Bastide,NO2,2012-03-04,54,36,39,26,30,34,21,25,23,34,31,41,29,26,28,23,10,5,5,4,5,5,5,11,4,54,23
Bordeaux - Bastide,NO2,2012-03-05,10,12,15,25,55,75,102,105,92,68,13,13,13,10,,6,6,5,14,19,26,20,14,1,1,105,31
Bordeaux - Bastide,NO2,2012-03-06,1,8,12,41,58,77,123,135,109,48,13,10,5,7,7,9,7,16,17,22,23,19,24,39,1,135,35
Bordeaux - Bastide,NO2,2012-03-07,35,41,42,45,43,49,77,82,64,71,64,46,12,7,6,4,7,15,24,37,9,8,2,0,0,82,33
Bordeaux - Bastide,NO2,2012-03-08,0,0,1,2,12,30,59,60,30,21,15,10,8,13,9,7,6,13,36,42,27,30,25,17,0,60,20
Bordeaux - Bastide,NO2,2012-03-09,22,28,23,40,41,44,50,73,77,68,42,21,8,10,15,18,19,27,30,32,36,35,46,34,8,77,35
Bordeaux - Bastide,NO2,2012-03-10,31,37,36,38,30,37,37,37,29,29,16,9,8,7,3,5,5,16,13,19,20,15,15,14,3,38,21
Bordeaux - Bastide,NO2,2012-03-11,9,10,8,8,7,9,11,12,9,3,6,4,2,5,4,3,6,15,21,15,20,38,33,21,2,38,12
Bordeaux - Bastide,NO2,2012-03-12,16,15,16,10,14,38,49,51,36,28,20,15,13,18,13,29,33,31,60,74,69,38,56,47,10,74,33
Bordeaux - Bastide,NO2,2012-03-13,41,36,30,46,52,52,56,66,53,38,27,20,18,27,30,42,39,77,139,97,84,77,84,72,18,139,54
Bordeaux - Bastide,NO2,2012-03-14,60,62,46,44,43,45,60,94,79,62,52,37,42,44,25,21,48,49,36,35,47,37,54,56,21,94,49
Bordeaux - Bastide,NO2,2012-03-15,48,40,47,49,48,51,55,76,67,58,43,45,37,33,25,54,41,55,92,144,106,96,113,95,25,144,63
Bordeaux - Bastide,NO2,2012-03-16,75,65,51,45,21,25,47,53,45,43,39,37,31,26,25,29,41,25,8,5,0,3,3,17,0,75,32
Bordeaux - Bastide,NO2,2012-03-17,18,13,5,2,6,12,17,24,22,17,26,15,18,27,20,8,4,3,1,0,1,0,13,11,0,27,12
Bordeaux - Bastide,NO2,2012-03-18,11,7,2,0,4,6,5,8,6,13,11,11,3,9,11,4,12,5,20,5,29,38,32,35,0,38,12
Bordeaux - Bastide,NO2,2012-03-19,4,2,2,2,7,16,41,35,19,12,9,4,4,5,12,9,12,14,16,23,14,18,11,15,2,41,13
Bordeaux - Bastide,NO2,2012-03-20,21,21,12,17,24,31,38,46,51,38,22,22,11,10,13,16,7,22,26,27,24,32,22,11,7,51,24
Bordeaux - Bastide,NO2,2012-03-21,12,19,22,24,36,39,53,51,46,53,33,39,40,43,44,62,55,57,47,50,37,33,38,19,12,62,40
Bordeaux - Bastide,NO2,2012-03-22,13,6,7,6,18,33,51,47,51,46,45,41,33,17,31,40,54,57,40,45,43,57,47,40,6,57,36
Bordeaux - Bastide,NO2,2012-03-23,40,25,13,24,26,40,48,69,60,22,23,21,14,21,24,24,37,57,90,81,39,17,20,12,12,90,35
Bordeaux - Bastide,NO2,2012-03-24,10,8,12,18,20,11,21,32,26,23,13,20,11,12,12,27,35,48,144,122,94,91,84,98,8,144,41
Bordeaux - Bastide,NO2,2012-03-25,65,31,43,29,16,19,33,21,16,11,8,11,7,10,7,14,17,27,34,24,15,15,6,6,6,65,20
Bordeaux - Bastide,NO2,2012-03-26,5,16,26,16,18,42,56,32,31,31,16,12,20,18,23,25,22,55,76,98,80,75,72,52,5,98,38
Bordeaux - Bastide,NO2,2012-03-27,47,20,21,16,40,76,87,67,48,39,31,20,23,23,27,36,37,40,65,28,39,37,25,15,15,87,38
Bordeaux - Bastide,NO2,2012-03-28,24,26,30,43,37,55,76,81,71,52,42,20,22,18,22,18,16,18,29,48,35,49,37,20,16,81,37
Bordeaux - Bastide,NO2,2012-03-29,52,44,42,49,61,72,101,87,78,47,38,35,28,20,14,23,17,22,32,22,22,8,3,9,3,101,39
Bordeaux - Bastide,NO2,2012-03-30,10,38,27,26,53,74,82,72,53,29,22,16,16,20,22,21,21,16,22,17,16,9,5,17,5,82,29
Bordeaux - Bastide,NO2,2012-03-31,12,11,18,24,14,14,35,25,19,11,11,4,5,6,7,7,12,20,20,15,12,10,6,7,4,35,14
Bordeaux - Bastide,NO2,2012-04-01,1,3,3,1,1,2,4,5,5,5,5,2,1,1,2,4,6,11,14,14,14,9,7,8,1,14,5
Bordeaux - Bastide,NO2,2012-04-02,8,10,24,54,54,58,67,47,41,38,31,24,11,16,4,5,6,3,5,1,0,0,0,0,0,67,21
Bordeaux - Bastide,NO2,2012-04-03,0,0,18,20,38,68,85,71,70,69,56,20,1,6,3,4,9,1,1,3,5,15,29,38,0,85,26
Bordeaux - Bastide,NO2,2012-04-04,31,21,18,27,35,60,71,75,57,28,26,7,20,38,25,6,12,5,28,32,50,33,7,3,3,75,30
Bordeaux - Bastide,NO2,2012-04-05,8,7,5,12,24,49,59,49,41,49,42,29,20,19,23,37,74,65,43,21,32,27,8,2,2,74,31
Bordeaux - Bastide,NO2,2012-04-06,3,11,12,19,26,40,56,45,43,28,20,19,18,12,11,7,8,12,16,19,20,7,8,4,3,56,19
Bordeaux - Bastide,NO2,2012-04-07,1,0,4,7,15,22,27,31,33,22,8,2,0,0,0,1,2,2,1,6,0,0,0,0,0,33,8
Bordeaux - Bastide,NO2,2012-04-08,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,6,9,0,9,1
Bordeaux - Bastide,NO2,2012-04-09,26,19,10,6,4,9,11,8,8,7,8,12,12,12,13,13,14,3,2,26,49,52,15,4,2,52,14
Bordeaux - Bastide,NO2,2012-04-10,8,36,24,16,29,54,78,50,60,52,7,2,3,12,8,1,7,5,3,4,2,17,25,8,1,78,21
Bordeaux - Bastide,NO2,2012-04-11,4,6,10,16,33,68,73,62,66,18,6,1,1,4,6,10,6,16,31,36,24,21,17,8,1,73,23
Bordeaux - Bastide,NO2,2012-04-12,3,4,7,14,9,43,66,31,18,14,5,1,3,6,6,9,3,3,4,4,7,22,43,46,1,66,15
Bordeaux - Bastide,NO2,2012-04-13,47,43,44,43,46,56,67,65,72,34,9,6,13,14,9,3,3,3,4,6,15,11,20,43,3,72,28
Bordeaux - Bastide,NO2,2012-04-14,30,27,13,16,22,31,34,36,29,13,14,13,4,7,4,7,11,5,4,4,6,8,7,7,4,36,15
Bordeaux - Bastide,NO2,2012-04-15,10,8,10,17,5,6,6,8,8,6,6,5,4,4,4,5,3,4,6,6,4,2,2,1,1,17,6
Bordeaux - Bastide,NO2,2012-04-16,0,3,5,7,9,17,15,13,9,8,4,5,4,4,4,5,4,5,4,4,5,5,5,7,0,17,6
Bordeaux - Bastide,NO2,2012-04-17,10,20,43,44,65,73,72,60,54,26,21,23,22,24,35,35,11,9,9,4,5,14,4,13,4,73,29
Bordeaux - Bastide,NO2,2012-04-18,14,9,16,16,36,55,63,46,34,12,15,9,11,24,17,19,11,27,36,28,12,18,18,5,5,63,23
Bordeaux - Bastide,NO2,2012-04-19,12,11,12,20,40,73,77,54,19,6,14,5,4,5,5,4,5,5,7,6,7,25,17,6,4,77,18
Bordeaux - Bastide,NO2,2012-04-20,1,8,13,17,51,79,75,70,25,14,17,11,5,3,6,6,6,5,4,6,11,18,14,4,1,79,20
Bordeaux - Bastide,NO2,2012-04-21,1,1,3,13,24,31,34,20,21,5,1,1,1,2,1,1,2,2,4,5,9,22,21,18,1,34,10
Bordeaux - Bastide,NO2,2012-04-22,6,23,18,15,21,18,15,30,27,22,1,0,0,1,1,0,0,0,1,1,12,25,20,13,0,30,11
Bordeaux - Bastide,NO2,2012-04-23,8,7,8,11,31,35,46,36,42,31,33,8,8,4,6,5,3,5,2,0,0,0,0,0,0,46,14
Bordeaux - Bastide,NO2,2012-04-24,0,0,0,0,4,14,17,14,6,7,4,2,6,5,4,3,4,4,7,24,29,25,10,2,0,29,8
Bordeaux - Bastide,NO2,2012-04-25,2,0,1,2,10,20,32,29,24,28,41,26,15,8,7,12,13,24,18,24,36,30,20,4,0,41,18
Bordeaux - Bastide,NO2,2012-04-26,4,6,5,14,28,65,66,45,34,32,29,26,17,20,27,35,35,36,24,29,25,15,7,6,4,66,26
Bordeaux - Bastide,NO2,2012-04-27,3,2,5,14,25,58,70,73,72,48,23,19,23,33,16,20,11,11,8,6,5,4,2,3,2,73,23
Bordeaux - Bastide,NO2,2012-04-28,6,8,9,14,13,24,17,13,14,16,13,14,11,13,22,21,21,27,29,31,32,24,25,11,6,32,18
Bordeaux - Bastide,NO2,2012-04-29,5,2,0,1,6,10,8,9,17,16,21,17,13,11,8,3,24,27,25,31,36,30,22,19,0,36,15
Bordeaux - Bastide,NO2,2012-04-30,28,24,18,17,23,52,68,37,22,16,18,22,58,55,53,53,13,1,8,8,18,67,49,31,1,68,32
Bordeaux - Bastide,NO2,2012-05-01,22,18,9,8,6,4,5,6,10,9,7,7,9,12,21,26,33,20,37,74,46,42,18,10,4,74,19
Bordeaux - Bastide,NO2,2012-05-02,12,19,24,43,49,80,79,59,56,50,33,19,24,30,22,25,35,44,34,67,68,26,3,2,2,80,38
Bordeaux - Bastide,NO2,2012-05-03,3,13,25,23,61,71,76,54,39,34,35,21,35,36,38,49,45,23,27,25,41,13,10,19,3,76,34
Bordeaux - Bastide,NO2,2012-05-04,17,17,13,39,50,48,55,40,47,33,37,21,14,10,8,7,9,8,6,26,14,11,11,7,6,55,23
Bordeaux - Bastide,NO2,2012-05-05,3,2,5,5,10,18,17,27,17,6,2,4,2,1,1,1,0,5,4,10,2,2,11,18,0,27,7
Bordeaux - Bastide,NO2,2012-05-06,19,11,4,4,8,10,14,8,4,0,0,0,0,0,0,0,1,1,0,2,2,3,8,17,0,19,5
Bordeaux - Bastide,NO2,2012-05-07,32,27,14,22,50,45,41,29,28,20,18,15,16,23,24,40,39,48,31,22,12,19,18,12,12,50,27
Bordeaux - Bastide,NO2,2012-05-08,4,0,0,1,5,20,28,24,22,20,13,15,12,5,8,3,5,6,5,32,22,18,6,5,0,32,12
Bordeaux - Bastide,NO2,2012-05-09,7,1,7,18,30,46,45,27,26,26,25,24,19,24,23,25,37,35,36,45,17,10,7,1,1,46,23
Bordeaux - Bastide,NO2,2012-05-10,0,1,4,5,23,43,40,33,31,26,29,23,33,36,40,19,31,23,51,33,22,9,5,2,0,51,23
Bordeaux - Bastide,NO2,2012-05-11,0,1,7,10,30,54,55,38,40,38,39,35,23,25,12,16,20,18,14,11,10,6,3,5,0,55,21
Bordeaux - Bastide,NO2,2012-05-12,2,0,0,2,4,3,4,3,4,4,3,1,0,1,1,3,5,6,5,5,4,2,4,3,0,6,3
Bordeaux - Bastide,NO2,2012-05-13,2,0,0,0,0,2,2,4,5,4,4,0,1,0,0,2,1,3,2,7,6,2,3,5,0,7,2
Bordeaux - Bastide,NO2,2012-05-14,16,16,17,18,35,55,71,52,35,20,9,8,7,7,3,4,4,4,4,3,1,0,0,0,0,71,16
Bordeaux - Bastide,NO2,2012-05-15,1,0,1,3,14,50,31,25,12,6,1,0,1,0,2,2,1,0,1,0,0,1,1,1,0,50,6
Bordeaux - Bastide,NO2,2012-05-16,2,9,16,39,51,66,59,27,19,19,17,14,23,23,28,28,24,26,29,23,24,15,9,3,2,66,25
Bordeaux - Bastide,NO2,2012-05-17,3,1,0,1,3,6,10,15,15,17,13,7,8,14,22,15,8,6,3,0,0,6,3,0,0,22,7
Bordeaux - Bastide,NO2,2012-05-18,0,1,6,13,21,32,43,34,38,29,28,9,30,15,19,8,7,17,26,38,25,24,14,14,0,43,20
Bordeaux - Bastide,NO2,2012-05-19,7,4,5,5,14,26,24,28,27,21,20,16,27,17,28,31,24,6,3,1,0,4,1,1,0,31,14
Bordeaux - Bastide,NO2,2012-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,0,0,0,0,0,0,2,0
Bordeaux - Bastide,NO2,2012-05-21,0,0,0,1,3,13,30,20,13,7,8,6,6,5,7,6,5,4,2,0,0,0,0,0,0,30,6
Bordeaux - Bastide,NO2,2012-05-22,0,0,0,0,1,11,10,7,1,3,1,0,1,0,1,2,1,2,0,2,0,0,0,0,0,11,2
Bordeaux - Bastide,NO2,2012-05-23,0,0,0,0,1,9,10,5,11,10,5,2,6,3,2,6,3,2,3,2,2,3,4,4,0,11,4
Bordeaux - Bastide,NO2,2012-05-24,5,5,9,16,18,29,40,42,30,20,17,10,7,9,13,20,29,33,16,22,20,17,11,7,5,42,19
Bordeaux - Bastide,NO2,2012-05-25,5,7,4,14,26,45,51,45,47,49,36,31,28,31,41,47,45,54,57,63,73,77,84,50,4,84,42
Bordeaux - Bastide,NO2,2012-05-26,20,20,17,18,7,5,2,2,1,0,0,0,0,0,0,2,1,2,1,1,1,0,1,0,0,20,4
Bordeaux - Bastide,NO2,2012-05-27,0,0,0,4,5,0,1,1,0,3,1,0,0,5,4,3,10,5,3,3,3,2,0,0,0,10,2
Bordeaux - Bastide,NO2,2012-05-28,0,0,0,0,1,3,5,5,3,3,3,0,1,1,3,2,6,6,15,11,14,17,12,9,0,17,5
Bordeaux - Bastide,NO2,2012-05-29,8,12,25,24,42,52,38,36,34,33,22,18,23,29,37,41,38,26,18,15,11,9,12,5,5,52,25
