COMMUNE_EQUIPEMENT,CODE_EQUIPEMENT_PERE,EQUIPEMENT_PERE,CODE_EQUIPEMENT,EQUIPEMENT,CD_TYPE_EQUIPEMENT,TYPE_EQUIPEMENT,DATE_MAJ_EQUIPEMENT,ACTIVITE_PRATIQUE,NUM_DE_RUE,ADRESSE,CODE_POSTAL,GESTIONNAIRE,PROPRIETAIRE,ACCES_PMR,NATURE_DU_SOL,TYPE_ECLAIRAGE,LONGUEUR,LARGEUR,HAUTEUR,PROFONDEUR_MIN,PROFONDEUR_MAX,NB_VEST_ARBITRES_EQUIPEMENT,NB_DOUCHES_EQUIPEMENT,NB_PLACE_TRIBUNE_EQUIPEMENT,NB_TRIBUNES_EQUIPEMENT,NB_VEST_JEUNES_EQUIPEMENT,CAPACITE_DEBOUT_EQUIPEMENT,CAPACITE_TOTAL_EQUIPEMENT,NB_UNITE_EQUIPEMENT,UNITES_EQUIPEMENT,LONGITUDE,LATITUDE
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,147,Court de tennis n°11,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Terre battue","Non éclairé",36,18,,,,,,,,,,,,,-1.1857162,44.75088
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,156,Court de tennis n°12,201,"Court de tennis",12-10-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Terre battue","Non éclairé",36,18,,,,,,,,,,,,,-1.1843776,44.749287
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,148,Court de tennis n°1,201,"Court de tennis",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1904018,44.746643
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,149,Court de tennis n°2,201,"Court de tennis",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1923653,44.745724
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,150,Court de tennis n°3,201,"Court de tennis",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1915812,44.746517
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,152,Court de tennis n°5,201,"Court de tennis",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1926805,44.746517
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,153,Court de tennis n°6,201,"Court de tennis",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1914536,44.745693
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,135,Court de tennis n°1,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Tout temps imperméable (Greenset)","Non éclairé",36,18,,,,,2,,,2,,,,,-1.1832318,44.749348
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,136,Court de tennis n°3,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Tout temps imperméable (Greenset)","Non éclairé",36,18,,,,,,,,,,,,,-1.1845975,44.750168
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,137,Court de tennis n°2,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Tout temps imperméable (Greenset)","Non éclairé",36,18,,,,,,,,,,,,,-1.1834649,44.75024
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,138,Court de tennis n°4,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Tout temps imperméable (Greenset)","Non éclairé",36,18,,,,,,,,,,,,,-1.1857009,44.749233
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,139,Court de tennis n°5,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Tout temps imperméable (Greenset)","Non éclairé",36,18,,,,,,,,,,,,,-1.1853623,44.74847
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,140,Court de tennis n°6,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1841128,44.74869
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,143,Court de tennis n°8,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1831316,44.748756
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,151,Court de tennis n°4,201,"Court de tennis",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1902288,44.745705
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,141,Court de tennis n°7,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.1846455,44.750935
LEGE CAP FERRET                       ,8872,Site de "L'Herbe",154,Court de tennis n°1,201,"Court de tennis",14-09-2009,,,"CAP FERRET",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.2326089,44.692337
LEGE CAP FERRET                       ,8872,Site de "L'Herbe",155,Court de tennis n°2,201,"Court de tennis",14-09-2009,,,"CAP FERRET",33950,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-1.2323399,44.691284
LEGE CAP FERRET                       ,115,Terrain Mixte : Foot / Rugby,10253,City stade,420,"Equipement de proximité",20-01-2011,,,"AVENUE DE LA MAIRIE",33950,Commune,Commune,,"Enrobé poreux",,31,16,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,9641,Collége de Lége Cap-Ferret,90,"Etablissement scolaire",,,,"AVENUE DE LA MAIRIE",33950,Département,Département,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,159,Fronton de pelote basque,207,"Fronton de pelote basque",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Bitumineux","Non éclairé",50,20,12,,,,,,,,,,,,-1.1892056,44.7439
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,157,Fronton  tennis,223,"Fronton ou mur d'entrainement tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Bitumineux","Non éclairé",26,9,3,,,,,,,,,,,,-1.1858068,44.74329
LEGE CAP FERRET                       ,,,134,Parcours d'orientation Claouey Grand Crohot,419,"Parcours d'orientation",14-09-2009,,,"ROUTE DU GRAND CROHOT",33950,Commune,Commune,,"Sol naturel","Non éclairé",4000,7000,,,,,,,,,,,,,-1.2334988,44.782944
LEGE CAP FERRET                       ,8804,Site du Petit Piquey,132,Parcours santé ,407,"Parcours santé ou C.R.A.P.A",14-09-2009,,,"LIEU DIT LA DUNE BLANCHE",33950,Commune,Commune,,"Sol naturel","Non éclairé",1800,1,,,,,,,,,,,,,-1.2190375,44.725494
LEGE CAP FERRET                       ,9228,Complexe Athlétique,133,Piste circulaire d'athlétisme,810,"Piste circulaire d'athlétisme",01-10-2009,,,"AVENUE DU CHÂTEAU D'EAU",33950,Commune,Commune,,"Sol stabilisé (cendré ou gravé)","Entrainement",150,4,,,,,,,,,,,4,couloirs,-1.1527262,44.794823
LEGE CAP FERRET                       ,8874,Complexe du Trinquet,7629,Piste de skate,408,"Piste de skate board, Skate Parc",14-09-2009,,,"ROUTE DU CAP FERRET",33950,Commune,Commune,,"Bitumineux","Non éclairé",36,36,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8798,Salle des sports,118,Plateau polyvalent ,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",14-09-2009,,,"AVENUE DE LA MAIRIE",33950,Commune,Commune,,"Bitumineux","Non éclairé",40,20,,,,,,,,,,,,,-1.1533661,44.793324
LEGE CAP FERRET                       ,9641,Collége de Lége Cap-Ferret,9642,Plateau Sportif,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"AVENUE DE LA MAIRIE",33950,Département,Département,,"Bitumineux","Non éclairé",44,37,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8798,Salle des sports,167,Dojo,110,"Salle d'art martiaux / Dojo",14-09-2009,,,"AVENUE DE LA MAIRIE",33950,Commune,Commune,,"Béton","Entrainement",18,13,4,,,,1,,,1,,,,,-1.1538537,44.794453
LEGE CAP FERRET                       ,,,10156,salle de sport à bourg ouest,101,"Salle de sport / Gymnase/Salle Omnisports",,,,"AVENUE DE LA MAIRIE",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,,"Entrainement",57,37,9,,,,2,,,2,,,,,,
LEGE CAP FERRET                       ,8798,Salle des sports,162,Salle Omnisports,101,"Salle de sport / Gymnase/Salle Omnisports",14-09-2009,,,"AVENUE DE LA MAIRIE",33950,Commune,Commune,,"Synthétique","Compétition",40,20,12,,,1,3,250,1,3,,,,,-1.1520411,44.793365
LEGE CAP FERRET                       ,,,10317,Salle des Sports de Lège-Cap-Ferret,101,"Salle de sport / Gymnase/Salle Omnisports",01-12-2011,,,"AVENUE DU CASSIEU",33950,,,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,717,Salle socio culturelle,508,"Salle des fêtes",14-09-2009,,,"AVENUE DE LA MAIRIE",33950,Commune,Commune,,"Parquet","Entrainement",30,15,7,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,9682,Salle de Gymnastique et d'entretien,102,"Salle spécialisée",14-09-2009,,,"RUE DES STADES",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,"Synthétique","Entrainement",17,15,5,,,,4,,,2,,,,,,
LEGE CAP FERRET                       ,9228,Complexe Athlétique,9230,Sautoir en hauteur,812,"Sautoir en hauteur",01-10-2009,,,"AVENUE DU CHATEAU D'EAU",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,"Synthétique","Entrainement",45,15,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,9228,Complexe Athlétique,9229,Sautoir en longueur,814,"Sautoir en longueur et X3 sauts",01-10-2009,,,"AVENUE DU CHATEAU D'EAU",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,"Synthétique","Entrainement",55,4,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,1445,Squash n°2,106,"Squash",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Parquet","Compétition",10,6,6,,,,,,,,,,,,-1.1912084,44.74481
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,165,Squash n°1,106,"Squash",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Parquet","Compétition",10,6,6,,,,,,,,,,,,-1.1903594,44.744366
LEGE CAP FERRET                       ,,,123,Stand de Tir,214,"Stand de tir",14-09-2009,,,"CD 106 ROUTE DU CAP FERRET",33950,Commune,Commune,,"Béton","Entrainement",110,52,,,,,,,,,,,,,-1.2066047,44.721806
LEGE CAP FERRET                       ,,,8804,Site du Petit Piquey,40,"Surface destinée aux activités physiques (dont plan d'eau)",,,,"LIEU DIT LA DUNE BLANCHE",33950,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,158,Tennis couvert n°2,103,"Tennis couvert",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Tout temps imperméable (Greenset)","Compétition",36,18,9,,,,,,,,,,,,-1.1849071,44.744045
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,163,Tennis couvert n°1,103,"Tennis couvert",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Synthétique","Compétition",36,18,9,,,,,,,,,,,,-1.1859375,44.74396
LEGE CAP FERRET                       ,,,115,Terrain Mixte : Foot / Rugby,224,"Terrain Mixte : Foot / Rugby",14-09-2009,,,"AVENUE DE LA MAIRIE",33950,Commune,Commune,,"Pelouse","Entrainement",95,50,,,,,2,,,2,,,,,-1.1498293,44.795406
LEGE CAP FERRET                       ,,,117,Stade Municipal François Sesostris,224,"Terrain Mixte : Foot / Rugby",14-09-2009,,,"RUE DU STADE",33950,Commune,Commune,,"Pelouse","Compétition",102,65,,,,1,3,250,1,2,,,,,-1.2520306,44.64323
LEGE CAP FERRET                       ,,,116,Stade des Dunes,224,"Terrain Mixte : Foot / Rugby",14-09-2009,,,"AVENUE DE BORDEAUX",33950,Commune,Commune,,"Pelouse","Entrainement",99,62,,,,1,4,,,2,,,,,-1.2537543,44.660694
LEGE CAP FERRET                       ,8874,Complexe du Trinquet,121,Terrain de basket n°1,204,"Terrain de basket",14-09-2009,,,"ROUTE DU CAP FERRET CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-1.2058519,44.722084
LEGE CAP FERRET                       ,8874,Complexe du Trinquet,122,Terrain de basket n°2,204,"Terrain de basket",14-09-2009,,,"ROUTE DU CAP FERRET CLAOUEY",33950,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-1.2052239,44.722336
LEGE CAP FERRET                       ,8793,Terrains de jeux du bourg,111,Terrain de football honneur,200,"Terrain de football",14-09-2009,,,"AVENUE DE LA POSTE",33950,Commune,Commune,,"Pelouse","Compétition",99,66,,,,2,6,500,1,6,,,,,-1.1503628,44.796463
LEGE CAP FERRET                       ,8793,Terrains de jeux du bourg,113,Terrain de football annexe n°1,200,"Terrain de football",14-09-2009,,,"AVENUE DE LA POSTE",33950,Commune,Commune,,"Pelouse","Entrainement",103,67,,,,,,,,,,,,,-1.149088,44.79589
LEGE CAP FERRET                       ,8793,Terrains de jeux du bourg,114,Terrain de football annexe n°2,200,"Terrain de football",14-09-2009,,,"AVENUE DE LA POSTE",33950,Commune,Commune,,"Pelouse","Compétition",97,67,,,,,,,,,,,,,-1.1509501,44.795742
LEGE CAP FERRET                       ,8875,Plateau de hand ball (detruit),119,Terrain de hand ball n°1 (detruit),203,"Terrain de hand ball",14-09-2009,,,"AVENUE DU CHATEAU D'EAU",33950,Commune,Commune,,"Bitumineux","Non éclairé",40,20,,,,,,,,,,,,,-1.1508083,44.794685
LEGE CAP FERRET                       ,8875,Plateau de hand ball (detruit),120,Terrain de hand ball n°2 (detruit),203,"Terrain de hand ball",14-09-2009,,,"AVENUE DU CHATEAU D'EAU",33950,Commune,Commune,,"Bitumineux","Non éclairé",40,20,,,,,,,,,,,,,-1.149541,44.794434
LEGE CAP FERRET                       ,,,125,Boulodrome du bourg,215,"Terrain de pétanque",14-09-2009,,,"AVENUE DE LA MAIRIE (ANCIENNE MAIRIE)",33950,Commune,Commune,,"Sol stabilisé (cendré ou gravé)","Non éclairé",24,11,,,,,,,,,,,,,-1.2067965,44.718452
LEGE CAP FERRET                       ,,,128,Boulodrome du phare,215,"Terrain de pétanque",14-09-2009,,,"CAP FERRET PLAGE DU PHARE",33950,Commune,Commune,,"Sol stabilisé (cendré ou gravé)","Compétition",95,50,,,,,,,,,,,,,-1.2434949,44.62805
LEGE CAP FERRET                       ,,,8874,Complexe du Trinquet,20,"Terrain de sport et plaine de jeux",,,,"ROUTE DU CAP FERRET CLAOUEY",33950,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,8875,Plateau de hand ball (detruit),20,"Terrain de sport et plaine de jeux",,,,"AVENUE DU CHATEAU D'EAU",33950,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,8802,Tennis Club de Claouey,20,"Terrain de sport et plaine de jeux",,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,8793,Terrains de jeux du bourg,20,"Terrain de sport et plaine de jeux",,,,"AVENUE DE LA POSTE",33950,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,8872,Site de "L'Herbe",20,"Terrain de sport et plaine de jeux",,,,"CAP FERRET",33950,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8800,Tennis du Trinquet,164,Trinquet,105,"Trinquet",14-09-2009,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,"Béton","Compétition",30,10,9,,,,1,,,1,,,,,-1.1900415,44.744934
LEGE CAP FERRET                       ,9228,Complexe Athlétique,9231,Zone de lancer du poids,815,"Zone de lancer du poids",14-09-2009,,,"AVENUE DU CHATEAU D'EAU",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,"Sol stabilisé (cendré ou gravé)","Entrainement",15,7,,,,,,,,,,,,,,
LE VERDON SUR MER                     ,,,9050,Domaine Public LE VERDON-SUR-MER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE VERDON SUR MER                     ,8671,Plage Saint Nicolas,991,Baignade Aménagée,320,"Baignade Aménagée",17-09-2009,,,"PLAGE ST NICOLAS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Sable","Non éclairé",50,21,,,,,,,,,,,,,-1.0876533,45.56104
LE VERDON SUR MER                     ,8671,Plage Saint Nicolas,992,Baignade Aménagée,320,"Baignade Aménagée",17-09-2009,,,"PLAGE ST NICOLAS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Sable","Non éclairé",50,21,,,,,,,,,,,,,-1.091395,45.55916
LE VERDON SUR MER                     ,8672,Centre nautique verdonnais,990,Baignade Aménagée,320,"Baignade Aménagée",17-09-2009,,,"PLAGE DE LA CHAMBRETTE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Sable","Non éclairé",50,21,,,,,,,,,,,,,-1.0551941,45.548088
LE VERDON SUR MER                     ,8672,Centre nautique verdonnais,989,Base nautique,421,"Base nautique/Voile/Kayak/Aviron",17-09-2009,,,"PLAGE DE LA CHAMBRETTE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Béton","Entrainement",23,5,2,,,,,,,1,,,,,-1.056522,45.548843
LE VERDON SUR MER                     ,,,8673,Complexe sportif de la Sarretière,80,"Complexe Sportif",,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,,,,,,,,,,,,,,,,,,
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,984,Court de tennis n°1,201,"Court de tennis",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Synthétique","Compétition",36,18,,,,,1,,,2,,,,,-1.0576029,45.544956
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,985,Court de tennis n°2,201,"Court de tennis",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Synthétique","Compétition",36,18,,,,,,,,,,,,,-1.0573043,45.545097
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,987,Court de tennis n°4,201,"Court de tennis",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Synthétique","Non éclairé",36,18,,,,,,,,,,,,,-1.0580306,45.544827
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,986,Court de tennis n°3,201,"Court de tennis",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Synthétique","Non éclairé",36,18,,,,,,,,,,,,,-1.0578038,45.544888
LE VERDON SUR MER                     ,,,994,Foyer rural,507,"Foyer rural",17-09-2009,,,"COURS DE LA RÉPUBLIQUE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Carrelage","Entrainement",27,14,2,,,,,,,,,,,,,
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,988,Fronton tennis,223,"Fronton ou mur d'entrainement tennis",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Bitumineux","Non éclairé",15,12,2,,,,,,,,,,,,-1.0567542,45.545116
LE VERDON SUR MER                     ,,,983,Parcours VTT de la Pointe de Grave,416,"Parcours VTT",17-09-2009,,,"PTE DE GRAVE  SOULAC LES ARROS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Sol naturel","Non éclairé",8000,1,,,,,,,,,,,,,-1.0651695,45.569992
LE VERDON SUR MER                     ,8671,Plage Saint Nicolas,982,Parcours santé,407,"Parcours santé ou C.R.A.P.A",17-09-2009,,,"PLAGE ST NICOLAS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Sol naturel","Non éclairé",1800,1,,,,,,,,,,,,,-1.0862037,45.558132
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,1136,Salle de gymnastique,111,"Salle de gymnastique",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Synthétique","Compétition",24,6,6,,,,,,,,,,,,-1.0585246,45.54452
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,993,Salle Omnisports,101,"Salle de sport / Gymnase/Salle Omnisports",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Synthétique","Compétition",44,24,12,,,2,4,160,1,4,,,,,-1.0586096,45.544655
LE VERDON SUR MER                     ,,,8671,Plage Saint Nicolas,40,"Surface destinée aux activités physiques (dont plan d'eau)",,,,"PLAGE ST NICOLAS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,,,,,,,,,,,,,,,,,,
LE VERDON SUR MER                     ,,,8672,Centre nautique verdonnais,40,"Surface destinée aux activités physiques (dont plan d'eau)",,,,"PLAGE DE LA CHAMBRETTE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,,,,,,,,,,,,,,,,,,
LE VERDON SUR MER                     ,8673,Complexe sportif de la Sarretière,979,Terrain de football,200,"Terrain de football",17-09-2009,,,"RUE DES TAMARIS",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Pelouse","Entrainement",103,68,,,,,,100,1,,,,,,-1.0593493,45.544598
LE VERDON SUR MER                     ,8674,Stade Jean Pares,978,Terrain de football,200,"Terrain de football",17-09-2009,,,"AVENUE DE LA PLAGE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Pelouse","Entrainement",99,62,,,,,1,120,1,1,,,,,-1.0589222,45.54786
LE VERDON SUR MER                     ,8674,Stade Jean Pares,980,Terrain de hand ball,203,"Terrain de hand ball",17-09-2009,,,"AVENUE DE LA PLAGE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Bitumineux","Non éclairé",40,20,,,,,,,,,,,,,-1.0579706,45.547806
LE VERDON SUR MER                     ,,,981,Boulodrome Cippolina,215,"Terrain de pétanque",17-09-2009,,,"RUE DE L'ANCIEN HÔTEL DE VILLE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,"Gravier","Compétition",22,21,,,,,,,,,,,,,-1.061584,45.544052
LE VERDON SUR MER                     ,,,8674,Stade Jean Pares,20,"Terrain de sport et plaine de jeux",,,,"AVENUE DE LA PLAGE",33123,COMMUNE DU VERDON SUR MER,COMMUNE DU VERDON SUR MER,,,,,,,,,,,,,,,,,,,
LE TOURNE                             ,8434,Enceinte sportive (detruit),6308,Court de tennis (detruit),201,"Court de tennis",01-10-2009,,,"LE BOURG",33550,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,1,,,1,,,,,-0.4034743,44.710533
LE TOURNE                             ,8434,Enceinte sportive (detruit),6306,Plateau polyvalent (detruit),202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"LE BOURG",33550,Commune,Commune,,"Béton poreux (Quick)","Compétition",36,24,,,,,,,,,,,,,-0.40290573,44.71052
LE TOURNE                             ,8434,Enceinte sportive (detruit),6307,Plateau polyvalent (detruit),202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"LE BOURG",33550,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",24,16,,,,,,,,,,,,,-0.4032109,44.710567
LE TOURNE                             ,,,10038,Boulodrome des bords de garonne,215,"Terrain de pétanque",23-09-2009,,,"BORD DE GARONNE",33550,COMMUNE DU TOURNE,COMMUNE DU TOURNE,,"Calcaire","Entrainement",35,15,,,,,,,,,,,,,,
LE TOURNE                             ,,,8434,Enceinte sportive (detruit),20,"Terrain de sport et plaine de jeux",,,,"LE BOURG",33550,Commune,Commune,,,,,,,,,,,,,,,,,,,
