Annee,Region,id_departement,Departement,Cultures,Surfaces certifiées bio,Surfaces C1,Surfaces C2,Surfaces C3
2011,AQUITAINE,24,DORDOGNE,Vigne,"698,22","128,86","299,75","222,89"
2011,AQUITAINE,33,GIRONDE,Autres,"797,08","727,28","225,24","62,97"
2011,AQUITAINE,33,GIRONDE,Céréales,"415,97","109,86","288,6",0
2011,AQUITAINE,33,GIRONDE,Cultures fourragères,"337,47","81,98","117,77","6,81"
2011,AQUITAINE,33,GIRONDE,Fruits,"255,97","58,08","36,16","14,08"
2011,AQUITAINE,33,GIRONDE,Légumes frais,"158,23","4,49","4,1",0
2011,AQUITAINE,33,GIRONDE,Légumes secs,"7,68",0,0,0
2011,AQUITAINE,33,GIRONDE,Oléagineux,"257,2","16,39","110,35",0
2011,AQUITAINE,33,GIRONDE,PPAM,1,0,"0,27",0
2011,AQUITAINE,33,GIRONDE,Protéagineux,"22,17","2,43","61,87",0
2011,AQUITAINE,33,GIRONDE,STH,"1857,27","91,66","393,06",0
2011,AQUITAINE,33,GIRONDE,Vigne,"2830,19","1079,25","2062,59","1301,91"
2011,AQUITAINE,40,LANDES,Autres,"646,79","6,7","44,38",0
2011,AQUITAINE,40,LANDES,Céréales,"1164,38","82,66","282,57",0
2011,AQUITAINE,40,LANDES,Cultures fourragères,"375,85","94,35","262,34",0
2011,AQUITAINE,40,LANDES,Fruits,"34,58","6,69","8,82","7,95"
2011,AQUITAINE,40,LANDES,Légumes frais,"549,76","9,36","9,88",0
2011,AQUITAINE,40,LANDES,Légumes secs,s,s,s,s
2011,AQUITAINE,40,LANDES,Oléagineux,"497,51","17,05","52,36",0
2011,AQUITAINE,40,LANDES,PPAM,"12,46",0,"15,96",0
2011,AQUITAINE,40,LANDES,Protéagineux,"114,27","5,2","45,35",0
2011,AQUITAINE,40,LANDES,STH,"358,65","8,18","31,87",0
2011,AQUITAINE,40,LANDES,Vigne,"18,97","0,46","13,39","0,17"
2011,AQUITAINE,47,LOT-ET-GARONNE,Autres,"1021,93","77,49","278,88","6,74"
2011,AQUITAINE,47,LOT-ET-GARONNE,Céréales,"1747,37","239,66","1179,96",0
2011,AQUITAINE,47,LOT-ET-GARONNE,Cultures fourragères,"2073,01","432,73","1707,54","19,1"
2011,AQUITAINE,47,LOT-ET-GARONNE,Fruits,"471,83","213,24","427,36","160,57"
2011,AQUITAINE,47,LOT-ET-GARONNE,Légumes frais,"270,37","10,02","2,75",0
2011,AQUITAINE,47,LOT-ET-GARONNE,Légumes secs,"112,39","0,34",0,0
2011,AQUITAINE,47,LOT-ET-GARONNE,Oléagineux,"1798,52","88,18","842,33",0
