#,$id,broader_concept,Titre du du niveau,Commentaire (description) du titre du niveau,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,
lang,,,fr,fr,fr,fr,fr,fr,fr,fr,
url,skos:Concept,skos:broader,skos:prefLabel,skos:definition,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,
type,,url,string,string,string,string,string,string,string,string,
,#27-15-24,#27-15,La Courtiade,Lieu-dit habité,"Casseuil (Gironde, France) -- La Courtiade",PAIHABIT0000000050823878,,"44,5961870410001, -0,121058619999928",,,
,#27-15-25,#27-15,Haut de L'île,Lieu-dit non habité,"Casseuil (Gironde, France) -- Haut de L'île",PAIE_NAT0000000050696724,,"44,5793102470001, -0,127369311999928",,,
,#27-15-26,#27-15,Les Babins,Lieu-dit non habité,"Casseuil (Gironde, France) -- Les Babins",PAIE_NAT0000000050696726,,"44,5759245530001, -0,129083701999946",,,
,#27-15-3,#27-15,Les Arbouliers,Lieu-dit habité,"Casseuil (Gironde, France) -- Les Arbouliers",PAIHABIT0000000050823887,,"44,586810733, -0,109819717999926",,,
,#27-15-4,#27-15,Sarrazin,Lieu-dit habité,"Casseuil (Gironde, France) -- Sarrazin",PAIHABIT0000000050823883,,"44,6004778620001, -0,111045124999919",,,
,#27-15-5,#27-15,Verminon,Lieu-dit habité,"Casseuil (Gironde, France) -- Verminon",PAIHABIT0000000050823875,,"44,5893364150001, -0,112750374999962",,,
,#27-15-6,#27-15,Boniveau,Lieu-dit habité,"Casseuil (Gironde, France) -- Boniveau",PAIHABIT0000000050823882,,"44,597289742, -0,116019024999957",,,
,#27-15-7,#27-15,La Carbonnière,Lieu-dit habité,"Casseuil (Gironde, France) -- La Carbonnière",PAIHABIT0000000050823888,,"44,5852368700001, -0,121472575999917",,,
,#27-15-8,#27-15,Jautan,Lieu-dit habité,"Casseuil (Gironde, France) -- Jautan",PAIHABIT0000000050823901,,"44,593716709, -0,128921017999915",,,
,#27-15-9,#27-15,Pouchon,Lieu-dit habité,"Casseuil (Gironde, France) -- Pouchon",PAIHABIT0000000050823871,,"44,6012721740001, -0,110928796999929",,,
,#27-16,#27,Castelmoron-d'Albret,Commune,"Castelmoron-d'Albret (Gironde, France)",COMMUNE00000000000033538,33103,"44.67948, -0.01148",33540,6432173,
,#27-17,#27,Castelviel,Commune,"Castelviel (Gironde, France)",COMMUNE00000000000027757,33105,"44.66722, -0.15333",33540,6432175,
,#27-17-1,#27-17,Cabaron,Lieu-dit habité,"Castelviel (Gironde, France) -- Cabaron",PAIHABIT0000000050821687,,"44,6777893320001, -0,151574792999952",,,
,#27-17-10,#27-17,Belair,Lieu-dit habité,"Castelviel (Gironde, France) -- Belair",PAIHABIT0000000050822432,,"44,66668702, -0,150286906999952",,,
,#27-17-11,#27-17,Duroc,Lieu-dit habité,"Castelviel (Gironde, France) -- Duroc",PAIHABIT0000000050822447,,"44,661968136, -0,158007915999917",,,
,#27-17-12,#27-17,La Cabane,Lieu-dit habité,"Castelviel (Gironde, France) -- La Cabane",PAIHABIT0000000050821705,,"44,6810493710001, -0,159021288999952",,,
,#27-17-13,#27-17,Le Frègne,Lieu-dit habité,"Castelviel (Gironde, France) -- Le Frègne",PAIHABIT0000000050822436,,"44,6585208160001, -0,148122220999937",,,
,#27-17-14,#27-17,Daugey,Lieu-dit habité,"Castelviel (Gironde, France) -- Daugey",PAIHABIT0000000050821689,,"44,67328545, -0,150176210999916",,,
,#27-17-15,#27-17,Castagney,Lieu-dit habité,"Castelviel (Gironde, France) -- Castagney",PAIHABIT0000000050822430,,"44,657134215, -0,145778847999907",,,
,#27-17-16,#27-17,Les Brandes,Lieu-dit habité,"Castelviel (Gironde, France) -- Les Brandes",PAIHABIT0000000050821677,,"44,6773848130001, -0,13997876399992",,,
,#27-17-17,#27-17,Cabat,Lieu-dit habité,"Castelviel (Gironde, France) -- Cabat",PAIHABIT0000000050822435,,"44,6644478710001, -0,149027944999943",,,
,#27-17-18,#27-17,La Quine,Lieu-dit habité,"Castelviel (Gironde, France) -- La Quine",PAIHABIT0000000050822417,,"44,6700698540001, -0,151534213999923",,,
,#27-17-19,#27-17,Le Mayne,Lieu-dit habité,"Castelviel (Gironde, France) -- Le Mayne",PAIHABIT0000000050822422,,"44,6535480510001, -0,151545238999915",,,
,#27-17-2,#27-17,La Mouline,Lieu-dit habité,"Castelviel (Gironde, France) -- La Mouline",PAIHABIT0000000282301703,,"44,6670656910001, -0,154766166999934",,,
,#27-17-20,#27-17,Pourquey,Lieu-dit habité,"Castelviel (Gironde, France) -- Pourquey",PAIHABIT0000000050822437,,"44,6668185810001, -0,143256839999935",,,
,#27-17-21,#27-17,La Grange Neuve,Lieu-dit habité,"Castelviel (Gironde, France) -- La Grange Neuve",PAIHABIT0000000050821712,,"44,6777526230001, -0,163528898999914",,,
,#27-17-22,#27-17,Riffaut,Lieu-dit habité,"Castelviel (Gironde, France) -- Riffaut",PAIHABIT0000000050822441,,"44,6705242950001, -0,161655667999923",,,
,#27-17-23,#27-17,Terre Blanque,Lieu-dit habité,"Castelviel (Gironde, France) -- Terre Blanque",PAIHABIT0000000050822452,,"44,6537200930001, -0,163818966999941",,,
,#27-17-24,#27-17,Le Foussat,Lieu-dit habité,"Castelviel (Gironde, France) -- Le Foussat",PAIHABIT0000000050821698,,"44,6744410250001, -0,142018052999958",,,
,#27-17-25,#27-17,Mouliney,Lieu-dit habité,"Castelviel (Gironde, France) -- Mouliney",PAIHABIT0000000050822423,,"44,6675931030001, -0,14085827699995",,,
,#27-17-26,#27-17,Guinot,Lieu-dit habité,"Castelviel (Gironde, France) -- Guinot",PAIHABIT0000000050822449,,"44,6595534950001, -0,160561428999927",,,
,#27-17-27,#27-17,Guérin,Lieu-dit habité,"Castelviel (Gironde, France) -- Guérin",PAIHABIT0000000050821703,,"44,6773142520001, -0,154681170999936",,,
,#27-17-28,#27-17,Estebelingue,Lieu-dit habité,"Castelviel (Gironde, France) -- Estebelingue",PAIHABIT0000000050821711,,"44,6854859520001, -0,164946021999924",,,
,#27-17-29,#27-17,Chapeau,Lieu-dit habité,"Castelviel (Gironde, France) -- Chapeau",PAIHABIT0000000050822421,,"44,6664516430001, -0,13517130799994",,,
,#27-17-3,#27-17,Minot,Lieu-dit habité,"Castelviel (Gironde, France) -- Minot",PAIHABIT0000000050822419,,"44,6595394250001, -0,145255473999953",,,
,#27-17-30,#27-17,Beyran,Lieu-dit habité,"Castelviel (Gironde, France) -- Beyran",PAIHABIT0000000050822431,,"44,6709551500001, -0,139001580999945",,,
,#27-17-31,#27-17,Galaud,Lieu-dit habité,"Castelviel (Gironde, France) -- Galaud",PAIHABIT0000000050822440,,"44,6656795070001, -0,162195505999932",,,
,#27-17-32,#27-17,Saint-Seurin,Lieu-dit habité,"Castelviel (Gironde, France) -- Saint-Seurin",PAIHABIT0000000050821686,,"44,6759046830001, -0,148149543999921",,,
,#27-17-33,#27-17,Le Bedat,Ruines,"Castelviel (Gironde, France) -- Le Bedat",PAIHABIT0000000050821688,,"44,6749018090001, -0,150714900999958",,,
,#27-17-4,#27-17,Griffon,Lieu-dit habité,"Castelviel (Gironde, France) -- Griffon",PAIHABIT0000000050822446,,"44,6638530880001, -0,164561129999925",,,
,#27-17-5,#27-17,Mathelot,Lieu-dit habité,"Castelviel (Gironde, France) -- Mathelot",PAIHABIT0000000050822429,,"44,6567478050001, -0,146946372999935",,,
,#27-17-6,#27-17,Le Moulin de Pourquey,Lieu-dit habité,"Castelviel (Gironde, France) -- Le Moulin de Pourquey",PAIHABIT0000000050822418,,"44,6613736400001, -0,149282771999935",,,
,#27-17-7,#27-17,La Salle,Lieu-dit habité,"Castelviel (Gironde, France) -- La Salle",PAIHABIT0000000050822433,,"44,666447975, -0,152130731999932",,,
,#27-17-8,#27-17,La Grande Métairie,Lieu-dit habité,"Castelviel (Gironde, France) -- La Grande Métairie",PAIHABIT0000000050822450,,"44,6700583800001, -0,161154763999946",,,
,#27-17-9,#27-17,Baron,Lieu-dit habité,"Castelviel (Gironde, France) -- Baron",PAIHABIT0000000050822428,,"44,672769896, -0,139535832999911",,,
,#27-18,#27,Castillon-de-Castets,Commune,"Castillon-de-Castets (Gironde, France)",COMMUNE00000000000032533,33107,"44.54972, -0.11528",33210,6432177,
,#27-19,#27,Caumont,Commune,"Caumont (Gironde, France)",COMMUNE00000000000024457,33112,"44.6949, -0.0037",33540,6453997,
,#27-19-1,#27-19,Benoît,Lieu-dit habité,"Caumont (Gironde, France) -- Benoît",PAIHABIT0000000050821569,,"44,6878890180001, -0,0154695639999431",,,
,#27-19-10,#27-19,Maupas,Lieu-dit habité,"Caumont (Gironde, France) -- Maupas",PAIHABIT0000000050820916,,"44,7068050720001, -0,0111402779999139",,,
,#27-19-11,#27-19,Les Maurins,Lieu-dit habité,"Caumont (Gironde, France) -- Les Maurins",PAIHABIT0000000050821585,,"44,6942371850001, -0,01314956199991",,,
,#27-19-12,#27-19,Ducros,Lieu-dit habité,"Caumont (Gironde, France) -- Ducros",PAIHABIT0000000050821570,,"44,6841189040001, -0,0104296799999588",,,
,#27-19-13,#27-19,Gautier,Lieu-dit habité,"Caumont (Gironde, France) -- Gautier",PAIHABIT0000000050821577,,"44,681523176, -0,0127179859999274",,,
,#27-19-14,#27-19,Valence,Lieu-dit habité,"Caumont (Gironde, France) -- Valence",PAIHABIT0000000050821562,,"44,7044133840001, 0,00417504400007829",,,
,#27-19-15,#27-19,Chevillard,Lieu-dit habité,"Caumont (Gironde, France) -- Chevillard",PAIHABIT0000000050820898,,"44,7057882730001, -0,00608940099994015",,,
,#27-19-16,#27-19,Bellevue,Lieu-dit habité,"Caumont (Gironde, France) -- Bellevue",PAIHABIT0000000050821575,,"44,69043536, -0,020545517999949",,,
,#27-19-17,#27-19,Grossard,Lieu-dit habité,"Caumont (Gironde, France) -- Grossard",PAIHABIT0000000050821556,,"44,6852276750001, -0,00779020499993521",,,
,#27-19-18,#27-19,Denias,Lieu-dit habité,"Caumont (Gironde, France) -- Denias",PAIHABIT0000000050821552,,"44,69502149, -0,000832204999937858",,,
,#27-19-19,#27-19,Le Mineur,Lieu-dit habité,"Caumont (Gironde, France) -- Le Mineur",PAIHABIT0000000050821555,,"44,6869314510001, -0,00466964799994685",,,
,#27-19-2,#27-19,Picard,Lieu-dit habité,"Caumont (Gironde, France) -- Picard",PAIHABIT0000000050821578,,"44,688306234, -0,0102393299999335",,,
,#27-19-20,#27-19,Pilet,Lieu-dit habité,"Caumont (Gironde, France) -- Pilet",PAIHABIT0000000050821558,,"44,7046272120001, -0,00186480699994718",,,
,#27-19-21,#27-19,Vigier,Lieu-dit habité,"Caumont (Gironde, France) -- Vigier",PAIHABIT0000000050821573,,"44,6898207080001, -0,0164583739999102",,,
,#27-19-22,#27-19,Arsonneau,Lieu-dit habité,"Caumont (Gironde, France) -- Arsonneau",PAIHABIT0000000050821559,,"44,701843104, -0,00203845699991234",,,
,#27-19-23,#27-19,Melon,Lieu-dit habité,"Caumont (Gironde, France) -- Melon",PAIHABIT0000000050821582,,"44,689212544, -0,0292866079999499",,,
,#27-19-24,#27-19,Château Saint-Robert,Château,"Caumont (Gironde, France) -- Château Saint-Robert",PAIHABIT0000000050821583,,"44,700750375, -0,0224557399999412",,,
,#27-19-25,#27-19,Rouger,Ruines,"Caumont (Gironde, France) -- Rouger",PAIHABIT0000000050820890,,"44,7061171110001, -0,002040281999939",,,
,#27-19-26,#27-19,Bonhomme,Bois,"Caumont (Gironde, France) -- Bonhomme",PAIE_NAT0000000050696000,,"44,7105676180001, -0,0194996429999605",,,
,#27-19-3,#27-19,Gouraud,Lieu-dit habité,"Caumont (Gironde, France) -- Gouraud",PAIHABIT0000000050821571,,"44,696372894, -0,010450900999956",,,
,#27-19-4,#27-19,Rabiot,Lieu-dit habité,"Caumont (Gironde, France) -- Rabiot",PAIHABIT0000000050821572,,"44,69243349, -0,00954178899991121",,,
,#27-19-5,#27-19,Les Trois Tours,Lieu-dit habité,"Caumont (Gironde, France) -- Les Trois Tours",PAIHABIT0000000050821574,,"44,6880782490001, -0,0242811429999392",,,
,#27-19-6,#27-19,Galleteau,Lieu-dit habité,"Caumont (Gironde, France) -- Galleteau",PAIHABIT0000000050821593,,"44,6968391870001, -0,0332287749999409",,,
,#27-19-7,#27-19,Margueron,Lieu-dit habité,"Caumont (Gironde, France) -- Margueron",PAIHABIT0000000050821560,,"44,7026061030001, 0,00380888300009019",,,
,#27-19-8,#27-19,Martineau,Lieu-dit habité,"Caumont (Gironde, France) -- Martineau",PAIHABIT0000000050821561,,"44,6946918570001, 0,00485784500006048",,,
,#27-19-9,#27-19,Robineau,Lieu-dit habité,"Caumont (Gironde, France) -- Robineau",PAIHABIT0000000050821557,,"44,698060362, 0,00585334800007331",,,
,#27-2,#27,Auriolles,Commune,"Auriolles (Gironde, France)",COMMUNE00000000000005144,33020,"44.74167, 0.04972",33790,6448389,
,#27-2-1,#27-2,Perricot,Lieu-dit habité,"Auriolles (Gironde, France) -- Perricot",PAIHABIT0000000050819950,,"44,7466354040001, 0,0503334230000405",,,
,#27-2-10,#27-2,Castanet,Lieu-dit habité,"Auriolles (Gironde, France) -- Castanet",PAIHABIT0000000050820861,,"44,7285630640001, 0,0457820470000456",,,
,#27-2-11,#27-2,Peyruguette,Lieu-dit habité,"Auriolles (Gironde, France) -- Peyruguette",PAIHABIT0000000050819975,,"44,7411676680001, 0,0284630350000725",,,
,#27-2-12,#27-2,Lombrière,Lieu-dit habité,"Auriolles (Gironde, France) -- Lombrière",PAIHABIT0000000050820862,,"44,7328923950001, 0,0354813380000678",,,
,#27-2-13,#27-2,Rabot,Lieu-dit habité,"Auriolles (Gironde, France) -- Rabot",PAIHABIT0000000050820859,,"44,7305953920001, 0,0500672280000458",,,
,#27-2-14,#27-2,Chagneau,Lieu-dit habité,"Auriolles (Gironde, France) -- Chagneau",PAIHABIT0000000050820863,,"44,7244006350001, 0,0385939280000684",,,
,#27-2-15,#27-2,Les Gourdins,Lieu-dit habité,"Auriolles (Gironde, France) -- Les Gourdins",PAIHABIT0000000050819952,,"44,7431352090001, 0,0394924190000552",,,
,#27-2-16,#27-2,Bleurette,Lieu-dit habité,"Auriolles (Gironde, France) -- Bleurette",PAIHABIT0000000050819948,,"44,7378979420001, 0,0325871100000654",,,
,#27-2-17,#27-2,Le Bois Neuf,Lieu-dit habité,"Auriolles (Gironde, France) -- Le Bois Neuf",PAIHABIT0000000050819937,,"44,7449669120001, 0,0302761740000506",,,
,#27-2-18,#27-2,Cousserat,Lieu-dit habité,"Auriolles (Gironde, France) -- Cousserat",PAIHABIT0000000050819954,,"44,7491522730001, 0,0368203450000806",,,
,#27-2-19,#27-2,Trucasson,Lieu-dit habité,"Auriolles (Gironde, France) -- Trucasson",PAIHABIT0000000050819951,,"44,7394993610001, 0,0364730550000445",,,
,#27-2-2,#27-2,Ribeyrolle,Lieu-dit habité,"Auriolles (Gironde, France) -- Ribeyrolle",PAIHABIT0000000050820868,,"44,729488695, 0,0370976650000898",,,
,#27-2-20,#27-2,Fournerot,Lieu-dit habité,"Auriolles (Gironde, France) -- Fournerot",PAIHABIT0000000050819932,,"44,7442262750001, 0,0508731390000889",,,
,#27-2-21,#27-2,Les Zeuillats,Lieu-dit habité,"Auriolles (Gironde, France) -- Les Zeuillats",PAIHABIT0000000050819933,,"44,7374119610001, 0,0564039460000458",,,
,#27-2-22,#27-2,Chevalier,Lieu-dit habité,"Auriolles (Gironde, France) -- Chevalier",PAIHABIT0000000050819955,,"44,7531873380001, 0,0464925570000787",,,
,#27-2-23,#27-2,Le Champ des Terriers,Lieu-dit habité,"Auriolles (Gironde, France) -- Le Champ des Terriers",PAIHABIT0000000050819935,,"44,745062067, 0,0430242660000886",,,
,#27-2-3,#27-2,Petit Genas,Lieu-dit habité,"Auriolles (Gironde, France) -- Petit Genas",PAIHABIT0000000050820869,,"44,7314663450001, 0,0369669730000624",,,
,#27-2-4,#27-2,Plaisance,Lieu-dit habité,"Auriolles (Gironde, France) -- Plaisance",PAIHABIT0000000050819916,,"44,7396193540001, 0,0526150970000572",,,
,#27-2-5,#27-2,Les Grenons,Lieu-dit habité,"Auriolles (Gironde, France) -- Les Grenons",PAIHABIT0000000050820865,,"44,7190591680001, 0,0456795120000493",,,
,#27-2-6,#27-2,Les Valains,Lieu-dit habité,"Auriolles (Gironde, France) -- Les Valains",PAIHABIT0000000050819917,,"44,7414508800001, 0,0571861680000438",,,
,#27-2-7,#27-2,Monrepos,Lieu-dit habité,"Auriolles (Gironde, France) -- Monrepos",PAIHABIT0000000050819946,,"44,74440093, 0,0411071460000585",,,
,#27-2-8,#27-2,Savariaud,Lieu-dit habité,"Auriolles (Gironde, France) -- Savariaud",PAIHABIT0000000050820870,,"44,7336618940001, 0,0447534160000487",,,
,#27-2-9,#27-2,Le Saint-Pey,Lieu-dit habité,"Auriolles (Gironde, France) -- Le Saint-Pey",PAIHABIT0000000050819956,,"44,746528202, 0,0447575440000492",,,
,#27-20,#27,Cazaugitat,Commune,"Cazaugitat (Gironde, France)",COMMUNE00000000000027882,33117,"44.71444, 0.00667",33790,6432184,
,#27-20-1,#27-20,Rayne,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Rayne",PAIHABIT0000000050820901,,"44,7274444600001, -0,00349419799994166",,,
,#27-20-10,#27-20,La Cave,Lieu-dit habité,"Cazaugitat (Gironde, France) -- La Cave",PAIHABIT0000000050820902,,"44,7094763440001, 0,00276595100007171",,,
,#27-20-11,#27-20,Doulens,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Doulens",PAIHABIT0000000050821527,,"44,703536194, 0,0347952690000852",,,
,#27-20-12,#27-20,Merlet,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Merlet",PAIHABIT0000000050821538,,"44,6967568900001, 0,0165669710000884",,,
,#27-20-13,#27-20,Les Mériguets,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Les Mériguets",PAIHABIT0000000050820920,,"44,722139692, -0,019457182999929",,,
,#27-20-14,#27-20,Pillardot,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Pillardot",PAIHABIT0000000050820882,,"44,717954498, 0,0199288770000408",,,
,#27-20-15,#27-20,Les Grands Courgeaux,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Les Grands Courgeaux",PAIHABIT0000000050820888,,"44,7098999740001, 0,0185840630000484",,,
,#27-20-16,#27-20,Bourdicote,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Bourdicote",PAIHABIT0000000050820881,,"44,7162569160001, 0,010698808000086",,,
,#27-20-17,#27-20,Yard,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Yard",PAIHABIT0000000050821542,,"44,7008078600001, 0,0209288540000898",,,
,#27-20-18,#27-20,Galinet,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Galinet",PAIHABIT0000000050820867,,"44,709354536, 0,04022070700006",,,
,#27-20-19,#27-20,Mellier,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Mellier",PAIHABIT0000000050820887,,"44,7120217440001, 0,0176504150000483",,,
,#27-20-2,#27-20,La Brugue,Lieu-dit habité,"Cazaugitat (Gironde, France) -- La Brugue",PAIHABIT0000000050820897,,"44,7202286480001, -0,00403025199995",,,
,#27-20-20,#27-20,La Faurie,Lieu-dit habité,"Cazaugitat (Gironde, France) -- La Faurie",PAIHABIT0000000050820892,,"44,7161640690001, -0,000491374999910477",,,
,#27-20-21,#27-20,Gourget,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Gourget",PAIHABIT0000000050820921,,"44,718922783, -0,0125317209999594",,,
,#27-20-22,#27-20,Launay,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Launay",PAIHABIT0000000050820883,,"44,7222157180001, 0,0120667420000586",,,
,#27-20-23,#27-20,Vinsot,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Vinsot",PAIHABIT0000000050821554,,"44,7052739200001, 0,0104104250000887",,,
,#27-20-24,#27-20,Les Rambauds,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Les Rambauds",PAIHABIT0000000050821540,,"44,7012912860001, 0,0276829260000682",,,
,#27-20-25,#27-20,La Ruade,Lieu-dit habité,"Cazaugitat (Gironde, France) -- La Ruade",PAIHABIT0000000050820864,,"44,7070908100001, 0,0365282710000656",,,
,#27-20-26,#27-20,Girard,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Girard",PAIHABIT0000000050821541,,"44,696017554, 0,0135065080000913",,,
,#27-20-27,#27-20,Rousseau,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Rousseau",PAIHABIT0000000050820896,,"44,7131825380001, -0,00445519499993452",,,
,#27-20-28,#27-20,Couret,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Couret",PAIHABIT0000000050821539,,"44,7036286320001, 0,0130395140000701",,,
,#27-20-29,#27-20,Chaudeborde,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Chaudeborde",PAIHABIT0000000050821550,,"44,6990098370001, 0,0261625470000695",,,
,#27-20-3,#27-20,La Sablière,Lieu-dit habité,"Cazaugitat (Gironde, France) -- La Sablière",PAIHABIT0000000050820903,,"44,727074578, -0,00872178699995629",,,
,#27-20-30,#27-20,Belian,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Belian",PAIHABIT0000000050820886,,"44,7250360020001, 0,0276759020000554",,,
,#27-20-31,#27-20,Levite,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Levite",PAIHABIT0000000050820885,,"44,7166213310001, 0,0249943150000718",,,
,#27-20-32,#27-20,Maisonneuve,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Maisonneuve",PAIHABIT0000000050820905,,"44,72481687, 0,00870226300008881",,,
,#27-20-33,#27-20,Moreau,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Moreau",PAIHABIT0000000050820919,,"44,7139376690001, -0,0201087959999313",,,
,#27-20-34,#27-20,Les Paris,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Les Paris",PAIHABIT0000000050820917,,"44,720654499, -0,0241263749999234",,,
,#27-20-35,#27-20,Bois de Bon-Ami,Bois,"Cazaugitat (Gironde, France) -- Bois de Bon-Ami",PAIE_NAT0000000050695998,,"44,7178430910001, 0,0399865210000598",,,
,#27-20-36,#27-20,Bois de La Pointe,Bois,"Cazaugitat (Gironde, France) -- Bois de La Pointe",PAIE_NAT0000000050696096,,"44,7044978380001, 0,023967563000042",,,
,#27-20-37,#27-20,Bois du Tour,Bois,"Cazaugitat (Gironde, France) -- Bois du Tour",PAIE_NAT0000000050695999,,"44,7158669830001, 0,0349567360000833",,,
,#27-20-4,#27-20,Roland,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Roland",PAIHABIT0000000050820884,,"44,715446247, 0,0213328130000718",,,
,#27-20-5,#27-20,Bon Ami,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Bon Ami",PAIHABIT0000000050820860,,"44,7121600370001, 0,0384028860000853",,,
,#27-20-6,#27-20,Peygourdy,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Peygourdy",PAIHABIT0000000050820918,,"44,7280822260001, -0,0201236589999212",,,
,#27-20-7,#27-20,Les Ardouins,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Les Ardouins",PAIHABIT0000000050820922,,"44,7109241580001, -0,0124990309999475",,,
,#27-20-8,#27-20,Fillon,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Fillon",PAIHABIT0000000050820899,,"44,723873816, 0,00111820500006843",,,
,#27-20-9,#27-20,Les Cabanes,Lieu-dit habité,"Cazaugitat (Gironde, France) -- Les Cabanes",PAIHABIT0000000050820904,,"44,7100499140001, 0,00651555800004644",,,
,#27-21,#27,Cleyrac,Commune,"Cleyrac (Gironde, France)",COMMUNE00000000000014954,33129,"44.71972, -0.03833",33540,6432193,
,#27-21-1,#27-21,Pourchet,Lieu-dit habité,"Cleyrac (Gironde, France) -- Pourchet",PAIHABIT0000000050820924,,"44,7152923310001, -0,0403946499999393",,,
