NB_BENEFICIAIRES,ANNEE,COMMUNE
36,2013,Commune St Philippe du Seignal
32,2013,Commune St Genès de Lombaud
12,2013,Commune Tarnes
362,2013,Commune Cavignac
120,2013,Commune Gauriaguet
142,2013,Commune Marions
18,2013,Commune Montignac
454,2013,Commune Bourg sur Gironde
91,2013,Commune Couqueques
84,2013,Commune Lucmau
81,2013,Commune St Genès de Fronsac
160,2013,Commune St Ferme
50,2013,Commune Roquebrune
481,2013,Commune St Magne de Castillon
95,2013,Commune Salignac
1212,2013,Commune St Loubès
155,2013,Commune Sauternes
24,2013,Commune Asques
3850,2013,Commune Lormont
732,2013,Commune St Médard de Guizières
289,2013,Commune Bernos Beaulac
24,2013,Commune St Etienne de Lisse
187,2013,Commune St Christophe de Double
270,2013,Commune Camblanes et Meynac
115,2013,Commune St Palais
2056,2013,Commune Coutras
24,2013,Commune Castelmoron d Albret
166,2013,Commune Ste Croix du Mont
96,2013,Commune Mombrier
83,2013,Commune Espiet
2219,2013,Commune Floirac
339,2013,Commune Pugnac
147,2013,Commune Verdelais
846,2013,Commune Léognan
87,2013,Commune Bonnetan
319,2013,Commune Gironde sur Dropt
623,2013,Commune St Symphorien
48,2013,Commune St Quentin de Caplong
356,2013,Commune St Germain du Puch
72,2013,Commune St Seurin de Bourg
36,2013,Commune Landerrouat
769,2013,Commune Parempuyre
68,2013,Commune St Aignan
52,2013,Commune Giscos
156,2013,Commune St Martin du Bois
775,2013,Commune Ste Foy la Grande
430,2013,Commune Targon
92,2013,Commune Marcenais
189,2013,Commune St Girons d'Aiguevives
114,2013,Commune Loupes
214,2013,Commune Cissac Médoc
386,2013,Commune Avensan
159,2013,Commune St Vincent de Paul
24,2013,Commune Brouqueyran
51,2013,Commune Civrac de Blaye
205,2013,Commune Camarsac
163,2013,Commune St Philippe d Aiguille
25,2013,Commune St Laurent du Plan
466,2013,Commune Cadillac
109,2013,Commune Camps sur l Isle
24,2013,Commune Lados
72,2013,Commune Comps
28,2013,Commune Guillac
279,2013,Commune Porchères
164,2013,Commune Cambes
4350,2013,Commune Le Bouscat
24,2013,Commune Civrac de Dordogne
312,2013,Commune Soussans
12,2013,Commune Mauriac
476,2013,Commune Margaux
3370,2013,Commune Bègles
117,2013,Commune Tabanac
84,2013,Commune Doulezon
69,2013,Commune La Roquille
47,2013,Commune Gardegan et Tourtirac
52,2013,Commune Castelviel
13,2013,Commune Escoussans
132,2013,Commune Chamadelle
155,2013,Commune Moulon
172,2013,Commune Cubnezais
5156,2013,Commune La Teste de Buch
119,2013,Commune Bonzac
117,2013,Commune St Come
144,2013,Commune Pondaurat
516,2013,Commune Guitres
381,2013,Commune St Yzan de Soudiac
23,2013,Commune St Exupéry
62,2013,Commune Saugon
169,2013,Commune Bayon sur Gironde
146,2013,Commune Grezillac
70,2013,Commune Brach
201,2013,Commune Donnezac
76,2013,Commune Casseuil
211,2013,Commune Cantenac
173,2013,Commune Genissac
58,2013,Commune Puybarban
147,2013,Commune St Julien Beychevelle 
72,2013,Commune Uzeste
105,2013,Commune Samonac
486,2013,Commune St Jean d Illac
41,2013,Commune St Hilaire de la Noaille
24,2013,Commune Cazalis
2334,2013,Commune Gradignan
354,2013,Commune St Martin de Laye
30,2013,Commune St Martial
44,2013,Commune Saillans
1496,2013,Commune Pauillac
1183,2013,Commune Le Taillan Médoc
396,2013,Commune Hostens
90,2013,Commune Budos
255,2013,Commune Villegouge
198,2013,Commune St Avit St Nazaire
566,2013,Commune Les Eglisottes et Chalaures
141,2013,Commune Cabanac et Villagrains
42,2013,Commune Montagoudin
475,2013,Commune Ste Terre
